team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
8,2008,100,0,1,1,0,5696,1449,6299,0,1512,1097,539,518,794,733,1549,1516,22783,0,162,162,82,80,52,994,319,18,30,18,181,8,0,87,51,37,146,129,75,70,17,395,16,8,69,30,59,12.8385,0.2654,0.3291,0.4231,0.7522,9.3913,6.8137,1.1242,3.2174,0.0988,0.0000,0.4630,0.5062,3.3272,0.7536,0.2429,0.3696,4.5528,136.4251,0.0000,1.4010,0.5054,2.1178,0.2992
8,2009,100,0,1,1,0,5736,1484,6371,0,1464,1100,616,514,726,659,1581,1577,23024,1,162,162,98,64,48,996,260,25,48,29,179,3,1,82,38,47,148,131,87,72,23,412,14,10,79,38,62,12.2782,0.2552,0.3191,0.4043,0.7234,8.8767,6.6697,1.0853,3.1166,0.0864,0.0000,0.5370,0.6049,3.8025,0.6761,0.3194,0.3592,3.9957,141.2515,0.0000,1.3326,0.5006,2.1401,0.2852
8,2010,100,0,1,1,0,5656,1455,6324,0,1489,1039,541,557,758,711,1635,1492,22933,2,162,162,79,83,50,999,288,14,46,29,173,2,1,82,53,50,149,147,89,70,19,389,13,9,56,18,62,12.9590,0.2633,0.3322,0.4162,0.7484,9.2061,6.4239,1.0696,3.4438,0.0802,0.0000,0.5494,0.4877,3.3395,0.7246,0.2714,0.3830,4.3959,137.3234,0.0000,1.4055,0.5229,1.8654,0.2931
8,2011,100,0,1,1,0,5735,1442,6430,0,1617,874,389,557,834,776,1654,1599,23023,0,162,162,64,98,37,1099,323,33,53,28,167,4,2,110,61,50,155,133,73,58,19,386,7,4,80,32,44,13.8807,0.2820,0.3478,0.4354,0.7832,10.0922,5.4549,1.0423,3.4764,0.0432,0.0000,0.4506,0.3951,2.4012,0.6607,0.3276,0.4016,4.8433,139.5333,0.0000,1.5076,0.5085,1.5691,0.3055
8,2012,100,0,1,1,0,5628,1413,6258,0,1589,913,530,509,889,815,1585,1533,23019,2,162,162,74,88,49,1069,284,13,52,32,204,1,1,39,57,55,155,148,61,67,16,394,7,8,86,28,54,13.7069,0.2823,0.3448,0.4529,0.7977,10.1162,5.8125,1.2988,3.2405,0.0432,0.0000,0.3765,0.4568,3.2716,0.7538,0.2388,0.3934,5.1886,140.3598,0.0000,1.4841,0.5083,1.7937,0.3035
8,2013,100,0,1,1,0,5710,1435,6402,0,1624,893,477,584,902,850,1589,1597,23200,0,162,162,58,104,30,1092,283,5,56,29,220,4,1,53,57,46,151,152,70,44,13,394,11,4,77,30,37,14.1366,0.2844,0.3524,0.4597,0.8121,10.1854,5.6007,1.3798,3.6627,0.0679,0.0000,0.4321,0.3580,2.9444,0.6977,0.2955,0.3832,5.3310,141.4634,0.0000,1.5387,0.4987,1.5291,0.3017
8,2014,100,0,1,1,0,5758,1453,6287,0,1580,975,451,430,768,706,1654,1533,22790,0,162,162,69,93,37,1069,336,12,45,29,146,2,1,45,48,41,154,148,75,62,23,427,8,5,73,21,46,12.7041,0.2744,0.3269,0.4189,0.7458,9.7866,6.0392,0.9043,2.6635,0.0494,0.0000,0.4630,0.4259,2.7840,0.6167,0.3710,0.3607,4.3730,140.6790,0.0000,1.3833,0.5190,2.2674,0.3063
8,2015,100,0,1,1,0,5717,1444,6293,0,1597,938,443,441,810,757,1655,1528,22713,0,162,162,63,99,35,1088,290,15,62,41,178,2,1,42,55,57,145,151,75,51,15,414,17,9,67,30,37,13.0575,0.2793,0.3338,0.4378,0.7716,9.9536,5.8463,1.1094,2.7486,0.1049,0.0000,0.4630,0.3889,2.7346,0.7000,0.2941,0.3502,4.7181,136.8253,0.0000,1.4114,0.5199,2.1270,0.3043
8,2016,100,0,1,1,0,5728,1463,6313,0,1530,1171,539,484,776,733,1639,1375,23471,0,162,162,82,80,44,1004,310,12,55,36,180,5,0,36,51,34,154,134,83,61,16,380,8,7,92,36,60,12.5988,0.2671,0.3250,0.4281,0.7531,9.4122,7.2037,1.1073,2.9774,0.0494,0.0000,0.5123,0.5062,3.3272,0.7333,0.2623,0.4053,4.5092,143.9939,0.0000,1.3766,0.5438,2.4194,0.3046
8,2017,100,0,1,1,0,5640,1430,6183,0,1515,1139,552,427,810,727,1589,1356,22727,1,162,162,66,96,34,999,305,14,41,26,185,2,1,38,61,60,151,141,81,52,17,341,11,3,100,37,35,12.5971,0.2686,0.3246,0.4303,0.7549,9.5327,7.1669,1.1641,2.6868,0.0679,0.0000,0.5000,0.4074,3.4074,0.6667,0.3269,0.4428,4.5745,137.7394,0.0000,1.3577,0.5396,2.6674,0.3053
9,2000,100,0,0,1,0,5590,1439,6201,0,1426,1115,668,498,744,683,1561,1436,23310,2,161,161,88,73,48,933,280,13,42,30,183,0,1,14,56,57,148,127,85,64,16,360,13,7,78,44,39,12.3841,0.2551,0.3202,0.4141,0.7343,8.9146,6.9704,1.1440,3.1132,0.0807,0.0000,0.5280,0.5466,4.1491,0.7500,0.2500,0.4111,4.2697,143.0061,0.0000,1.3364,0.5209,2.2390,0.2868
9,2001,100,0,0,1,0,5549,1448,6015,0,1379,1170,648,349,669,605,1558,1417,21883,0,160,160,92,68,43,928,262,20,45,34,155,2,3,20,43,49,134,120,95,60,16,310,26,16,97,48,40,11.0449,0.2485,0.2966,0.3918,0.6883,8.5711,7.2721,0.9634,2.1692,0.1625,0.0000,0.5938,0.5750,4.0500,0.7288,0.2667,0.4323,3.7604,135.9193,0.0000,1.1934,0.5237,3.3524,0.2867
9,2002,100,0,0,1,0,5545,1449,6014,0,1382,1053,704,350,634,578,1593,1490,21852,0,161,161,109,52,56,922,297,15,48,28,135,4,2,30,59,54,137,134,93,66,8,298,24,6,74,47,37,11.0932,0.2492,0.2978,0.3859,0.6837,8.5839,6.5404,0.8385,2.1739,0.1491,0.0000,0.5776,0.6770,4.3727,0.8750,0.1212,0.4597,3.5901,132.4364,0.0000,1.1953,0.5167,3.0086,0.2831
9,2003,100,0,0,1,0,5658,1459,6091,0,1456,1067,733,327,665,590,1587,1498,22029,2,162,162,102,60,49,967,324,15,32,29,136,5,1,31,52,58,141,147,99,67,16,310,21,12,69,38,41,11.3512,0.2573,0.3030,0.3970,0.7000,8.9774,6.5789,0.8385,2.0162,0.1296,0.0000,0.6111,0.6296,4.5247,0.7538,0.2388,0.4548,3.6378,135.9815,0.0000,1.2215,0.5144,3.2630,0.2942
9,2004,100,0,0,1,0,5704,1459,6303,0,1508,1029,663,471,771,709,1676,1474,23154,0,162,162,102,60,51,1014,302,17,45,36,156,2,2,34,41,64,146,132,83,69,17,388,16,9,95,33,49,12.6025,0.2644,0.3251,0.4120,0.7371,9.3023,6.3475,0.9623,2.9054,0.0988,0.0000,0.5123,0.6296,4.0926,0.7500,0.2464,0.3763,4.3735,138.6467,0.0000,1.3564,0.5321,2.1847,0.2962
9,2005,100,0,0,1,0,5743,1448,6316,0,1589,855,638,441,813,737,1697,1575,22705,0,162,162,91,71,46,1049,349,15,47,30,161,7,1,45,46,69,147,146,80,70,23,409,15,5,81,34,48,13.0463,0.2767,0.3332,0.4320,0.7652,9.8764,5.3142,1.0007,2.7410,0.0926,0.0000,0.4938,0.5617,3.9383,0.6667,0.3286,0.3594,4.5808,137.6061,0.0000,1.4019,0.5186,1.9388,0.2991
9,2006,100,0,0,1,0,5798,1452,6437,0,1612,891,632,505,874,819,1634,1625,23203,1,162,162,88,74,46,1093,293,21,40,38,188,3,1,38,42,72,151,143,74,64,17,461,11,5,87,28,58,13.5651,0.2780,0.3412,0.4389,0.7802,9.9894,5.5215,1.1650,3.1294,0.0679,0.0000,0.4568,0.5432,3.9012,0.7302,0.2656,0.3275,5.0753,140.6242,0.0000,1.4577,0.5014,1.7644,0.2992
9,2007,100,0,0,1,0,5737,1433,6437,0,1665,936,601,560,912,848,1604,1535,23529,0,162,162,80,82,42,1111,354,27,59,32,168,8,1,45,52,53,151,155,66,58,14,454,11,2,95,33,57,14.3070,0.2902,0.3554,0.4509,0.8064,10.4571,5.8786,1.0551,3.5171,0.0679,0.0000,0.4074,0.4938,3.7099,0.7500,0.2414,0.3326,5.3259,142.6000,0.0000,1.5527,0.5110,1.6714,0.3191
9,2008,100,0,0,1,0,5818,1476,6488,0,1614,998,585,545,803,753,1574,1634,23769,0,162,162,95,67,48,1091,349,18,54,33,141,9,1,33,62,52,145,144,70,74,24,463,17,11,101,41,63,13.4817,0.2774,0.3418,0.4215,0.7632,9.8415,6.0854,0.8598,3.3232,0.1049,0.0000,0.4321,0.5864,3.6111,0.6667,0.3243,0.3132,4.5915,144.0545,0.0000,1.4627,0.4906,1.8312,0.3112
9,2009,100,0,0,1,0,5701,1470,6349,0,1487,1212,732,518,753,716,1531,1474,23683,2,162,162,93,69,37,936,338,13,56,35,178,5,0,35,51,61,144,134,88,57,18,387,18,5,87,30,53,12.6432,0.2608,0.3261,0.4261,0.7521,9.1000,7.4170,1.0893,3.1700,0.1111,0.0000,0.5432,0.5741,4.5185,0.6727,0.3158,0.3721,4.3817,139.3118,0.0000,1.3633,0.5095,2.3398,0.2997
9,2010,100,0,0,1,0,5658,1461,6243,0,1458,1248,762,484,749,698,1578,1370,23133,2,162,162,100,62,50,943,298,8,44,31,186,4,0,39,57,49,145,129,84,71,20,399,17,12,68,33,62,12.2593,0.2577,0.3193,0.4199,0.7393,8.9774,7.6844,1.1453,2.9802,0.1049,0.0000,0.5185,0.6173,4.7037,0.7143,0.2817,0.3634,4.2978,140.2000,0.0000,1.3286,0.5353,2.5785,0.2980
9,2011,100,0,0,1,0,5662,1447,6270,0,1519,1079,609,487,763,720,1555,1511,23011,2,162,162,85,77,47,997,325,22,52,30,167,5,1,51,66,46,148,126,80,65,18,414,14,7,60,43,34,12.7571,0.2683,0.3285,0.4248,0.7532,9.4435,6.7080,1.0382,3.0276,0.0864,0.0000,0.4938,0.5247,3.7593,0.7231,0.2769,0.3575,4.4762,139.4606,0.0000,1.3857,0.5072,2.2156,0.3026
9,2012,100,0,0,1,0,5684,1457,6282,0,1488,1282,580,472,763,723,1478,1433,23531,1,162,162,82,80,33,984,277,10,49,27,200,5,4,43,61,63,151,133,83,52,17,428,11,5,65,28,41,12.4934,0.2618,0.3228,0.4256,0.7483,9.1894,7.9172,1.2351,2.9149,0.0679,0.0000,0.5123,0.5062,3.5802,0.6600,0.3269,0.3528,4.4650,142.6121,0.0000,1.3449,0.5077,2.7161,0.3030
9,2013,100,0,0,1,0,5785,1436,6370,0,1654,1166,392,473,866,800,1512,1430,23649,2,162,162,57,105,36,1104,317,8,43,29,204,5,0,36,49,61,153,131,77,53,16,411,9,7,72,24,53,13.7067,0.2859,0.3439,0.4565,0.8004,10.3615,7.3044,1.2780,2.9631,0.0556,0.0000,0.4753,0.3519,2.4198,0.6923,0.3019,0.3723,5.0116,144.2012,0.0000,1.4805,0.5139,2.4651,0.3253
9,2014,100,0,0,1,0,5686,1461,6299,0,1452,1294,493,495,730,677,1499,1406,23513,2,162,162,80,82,48,970,277,17,38,27,178,5,0,42,66,63,151,127,88,65,15,434,11,8,51,16,63,12.3763,0.2554,0.3200,0.4075,0.7275,8.9405,7.9676,1.0960,3.0479,0.0679,0.0000,0.5432,0.4938,3.0432,0.7619,0.2308,0.3479,4.1685,142.5030,0.0000,1.3320,0.5160,2.6141,0.2996
9,2015,100,0,0,1,0,5651,1464,6327,0,1486,1307,416,564,758,693,1484,1343,23436,0,162,162,68,94,46,985,281,8,42,43,177,7,1,112,47,61,154,174,86,64,17,415,8,8,54,30,49,12.9775,0.2630,0.3341,0.4219,0.7560,9.1352,8.0348,1.0881,3.4672,0.0494,0.0000,0.5309,0.4198,2.5679,0.7302,0.2656,0.3711,4.2602,142.0364,0.0000,1.4003,0.5249,2.3174,0.3110
9,2016,100,0,0,1,0,5702,1443,6279,0,1525,1365,493,478,863,805,1504,1272,23702,2,162,162,66,96,42,957,294,9,35,30,244,2,1,30,45,54,148,140,68,64,21,414,14,6,78,25,43,12.8236,0.2675,0.3281,0.4579,0.7860,9.5070,8.5096,1.5211,2.9799,0.0864,0.0000,0.4198,0.4074,3.0432,0.6667,0.3281,0.3575,5.0185,142.7831,0.0000,1.3874,0.5418,2.8556,0.3103
9,2017,100,0,0,1,0,5615,1446,6181,0,1457,1351,427,463,760,707,1450,1347,23627,2,162,162,76,86,41,940,272,8,44,25,220,1,1,16,75,50,148,125,76,63,21,427,14,8,70,31,41,12.2558,0.2595,0.3192,0.4344,0.7536,9.0643,8.4048,1.3687,2.8804,0.0864,0.0000,0.4691,0.4691,2.6358,0.6613,0.3333,0.3466,4.3984,141.4790,0.0000,1.3272,0.5184,2.9179,0.3026
10,2000,100,0,2,1,0,5560,1447,6183,0,1454,1000,730,506,749,705,1651,1454,22704,2,161,161,90,71,43,940,326,20,51,36,152,1,0,19,49,46,147,156,87,63,19,310,14,12,76,40,28,12.4711,0.2615,0.3255,0.4151,0.7406,9.0394,6.2169,0.9450,3.1458,0.0870,0.0000,0.5404,0.5590,4.5342,0.6935,0.3016,0.4742,4.3829,140.1481,0.0000,1.3539,0.5317,1.9763,0.2920
10,2001,100,0,2,1,0,5641,1461,6129,0,1413,1157,661,367,663,617,1603,1465,22369,1,162,162,101,61,56,954,294,22,47,27,138,4,0,25,38,52,141,87,101,74,17,302,21,12,81,38,31,11.2828,0.2505,0.3000,0.3856,0.6856,8.7023,7.1257,0.8499,2.2603,0.1296,0.0000,0.6235,0.6235,4.0802,0.7671,0.2297,0.4669,3.8000,137.2331,0.0000,1.2181,0.5225,3.1526,0.2902
10,2002,100,0,2,1,0,5531,1447,6094,0,1362,1131,602,447,684,636,1558,1462,22698,0,162,162,88,74,40,903,281,19,36,22,156,2,1,36,54,60,138,127,95,63,23,305,24,15,71,40,19,11.6247,0.2462,0.3077,0.3896,0.6973,8.4713,7.0346,0.9703,2.7802,0.1481,0.0000,0.5864,0.5432,3.7160,0.6349,0.3651,0.4525,3.9558,138.4024,0.0000,1.2502,0.5159,2.5302,0.2818
10,2003,100,0,2,1,0,5653,1464,6160,0,1437,1165,688,372,680,619,1587,1453,22552,1,162,162,90,72,43,950,302,24,46,36,149,2,0,20,56,65,142,104,100,57,12,277,20,12,77,49,24,11.5179,0.2542,0.3054,0.3994,0.7048,8.8320,7.1603,0.9158,2.2864,0.1235,0.0000,0.6173,0.5556,4.2469,0.7818,0.2105,0.5126,3.8045,136.6788,0.0000,1.2354,0.5220,3.1317,0.2937
10,2004,100,0,2,1,0,5684,1454,6258,0,1508,1133,661,451,725,684,1580,1468,22799,1,162,162,75,87,42,1037,289,27,41,34,148,2,0,34,46,55,148,122,87,65,22,294,14,4,70,28,23,12.4634,0.2653,0.3232,0.4062,0.7295,9.3321,7.0115,0.9159,2.7910,0.0864,0.0000,0.5370,0.4630,4.0802,0.6563,0.3385,0.5034,4.2329,139.8712,0.0000,1.3470,0.5184,2.5122,0.3060
10,2005,100,0,2,1,0,5764,1464,6357,0,1586,1028,599,469,809,758,1642,1498,22987,0,162,162,85,77,43,1059,317,24,34,38,172,7,2,27,42,64,148,143,83,68,25,399,14,12,79,40,30,13.0266,0.2752,0.3347,0.4329,0.7676,9.7500,6.3197,1.0574,2.8832,0.0864,0.0000,0.5123,0.5247,3.6975,0.6324,0.3676,0.3709,4.6598,139.3152,0.0000,1.4037,0.5229,2.1919,0.3075
10,2006,100,0,2,1,0,5589,1445,6151,0,1494,966,490,441,734,696,1625,1529,22284,2,162,162,79,83,45,979,293,32,43,36,186,3,1,46,35,45,144,157,68,57,11,401,18,7,91,32,48,12.3265,0.2673,0.3236,0.4325,0.7561,9.3009,6.0138,1.1579,2.7454,0.1111,0.0000,0.4198,0.4877,3.0247,0.8036,0.1930,0.3591,4.3329,134.2410,0.0000,1.3385,0.5152,2.1905,0.2920
10,2007,100,0,2,1,0,5657,1437,6268,0,1565,917,437,481,803,754,1638,1549,22640,1,162,162,66,96,36,1065,319,27,56,25,156,4,4,32,40,43,151,153,73,54,16,399,11,7,87,36,43,13.0805,0.2766,0.3349,0.4246,0.7595,9.7994,5.7419,0.9768,3.0118,0.0679,0.0000,0.4506,0.4074,2.6975,0.6923,0.2963,0.3784,4.7212,136.3855,0.0000,1.4235,0.5140,1.9064,0.3037
10,2008,100,0,2,1,0,5629,1445,6251,0,1472,1140,462,516,721,676,1540,1467,23232,0,162,162,74,88,43,985,338,25,30,29,120,5,1,19,57,50,156,120,82,60,14,397,6,7,82,35,53,12.6934,0.2615,0.3274,0.3958,0.7232,9.1682,7.1003,0.7474,3.2138,0.0370,0.0000,0.5062,0.4568,2.8519,0.7544,0.2333,0.3929,4.2104,140.8000,0.0000,1.3758,0.5121,2.2093,0.3073
10,2009,100,0,2,1,0,5761,1468,6385,0,1539,1084,462,514,767,702,1578,1544,23428,0,162,162,67,95,37,1030,320,24,38,38,151,7,0,18,44,48,153,122,79,63,24,424,9,10,97,40,48,12.8808,0.2671,0.3303,0.4145,0.7448,9.4353,6.6458,0.9257,3.1512,0.0556,0.0000,0.4877,0.4136,2.8519,0.6066,0.3810,0.3608,4.3038,142.8537,0.0000,1.3985,0.5054,2.1089,0.3041
10,2010,100,0,2,1,0,5668,1478,6256,0,1439,1111,431,498,670,621,1631,1485,23194,0,162,162,66,96,41,962,305,15,40,27,145,6,1,35,42,34,148,149,93,55,13,341,14,11,71,22,19,12.0020,0.2539,0.3159,0.3940,0.7098,8.7625,6.7652,0.8829,3.0325,0.0864,0.0000,0.5741,0.4074,2.6605,0.7593,0.2364,0.4340,3.7815,139.7229,0.0000,1.3106,0.5234,2.2309,0.2907
10,2011,100,0,2,1,0,5569,1447,6147,0,1405,1083,502,489,669,597,1601,1448,22781,1,162,162,81,81,49,951,290,21,36,25,139,4,0,43,46,32,150,130,94,58,7,340,12,13,80,43,42,11.9765,0.2523,0.3144,0.3882,0.7026,8.7368,6.7345,0.8643,3.0408,0.0741,0.0000,0.5802,0.5000,3.0988,0.8750,0.1207,0.4412,3.7123,139.7607,0.0000,1.3086,0.5251,2.2147,0.2888
10,2012,100,0,2,1,0,5754,1476,6307,0,1480,1185,544,457,700,638,1579,1472,23389,1,162,162,85,77,45,993,298,10,35,27,162,4,2,37,60,49,156,129,88,69,23,350,6,11,101,33,53,12.1070,0.2572,0.3155,0.4029,0.7183,9.0224,7.2240,0.9876,2.7860,0.0370,0.0000,0.5432,0.5247,3.3580,0.6618,0.3333,0.4457,3.8894,143.4908,0.0000,1.3120,0.5175,2.5930,0.2967
10,2013,100,0,2,1,0,5575,1467,6095,0,1324,1231,560,427,643,592,1511,1479,22801,1,162,162,97,65,52,885,245,13,38,25,169,5,1,27,60,41,139,123,99,76,22,312,23,15,64,23,33,10.9914,0.2375,0.2947,0.3813,0.6760,8.1209,7.5504,1.0366,2.6190,0.1420,0.0000,0.6111,0.5988,3.4568,0.7027,0.2895,0.4455,3.6311,139.8834,0.0000,1.1933,0.5054,2.8829,0.2742
10,2014,100,0,2,1,0,5609,1462,6091,0,1383,1326,483,371,602,559,1479,1396,22820,1,162,162,89,73,51,956,256,13,47,40,131,1,0,27,43,51,156,125,100,66,14,382,6,6,65,24,48,11.1090,0.2466,0.2970,0.3765,0.6735,8.5117,8.1609,0.8062,2.2833,0.0370,0.0000,0.6173,0.5494,2.9815,0.7846,0.2121,0.4084,3.4404,137.4699,0.0000,1.1995,0.5144,3.5741,0.2982
10,2015,100,0,2,1,0,5681,1451,6248,0,1478,1108,470,460,770,679,1550,1505,23159,0,162,162,69,93,36,949,335,12,50,27,167,6,0,25,61,45,155,119,73,56,18,382,7,5,82,31,46,12.2998,0.2602,0.3180,0.4168,0.7348,9.1675,6.8725,1.0358,2.8532,0.0432,0.0000,0.4506,0.4259,2.9012,0.6667,0.3214,0.4058,4.2116,140.3576,0.0000,1.3356,0.5074,2.4087,0.2942
10,2016,100,0,2,1,0,5633,1430,6235,0,1505,1113,409,501,790,721,1617,1344,23083,0,162,162,50,112,25,984,302,10,35,31,188,2,0,40,69,56,157,132,72,40,15,399,5,2,89,41,47,12.9776,0.2672,0.3312,0.4319,0.7632,9.4720,7.0049,1.1832,3.1531,0.0309,0.0000,0.4444,0.3086,2.5247,0.6250,0.3750,0.3935,4.5378,140.7500,0.0000,1.4028,0.5461,2.2216,0.3016
10,2017,100,0,2,1,0,5733,1447,6339,0,1581,1203,371,485,864,771,1569,1345,23220,2,162,162,42,120,29,1040,302,11,46,25,214,3,1,58,96,63,158,137,68,41,12,365,4,4,125,44,24,13.2358,0.2758,0.3365,0.4492,0.7856,9.8289,7.4789,1.3304,3.0152,0.0247,0.0000,0.4198,0.2593,2.2901,0.7073,0.2927,0.4329,4.7932,140.7273,0.0000,1.4271,0.5384,2.4804,0.3134
11,2000,100,0,2,1,0,5659,1470,6287,0,1412,983,649,521,708,653,1659,1590,23079,2,162,162,93,69,49,917,307,30,44,32,156,5,1,29,44,32,150,128,91,62,6,326,12,7,78,28,26,12.0252,0.2495,0.3141,0.3978,0.7119,8.6410,6.0156,0.9547,3.1883,0.0741,0.0000,0.5617,0.5741,4.0062,0.8909,0.0968,0.4601,3.9961,139.0301,0.0000,1.3144,0.5106,1.8868,0.2752
11,2001,100,0,2,1,0,5575,1458,6136,0,1395,1019,626,436,680,633,1614,1542,22384,0,162,162,92,70,46,901,289,31,38,30,175,3,0,31,37,56,148,132,88,65,17,322,14,10,65,40,33,11.6481,0.2502,0.3091,0.4070,0.7161,8.6111,6.2901,1.0802,2.6914,0.0864,0.0000,0.5432,0.5679,3.8642,0.7302,0.2615,0.4596,3.9074,137.3252,0.0000,1.2558,0.5114,2.3372,0.2761
11,2002,100,0,2,1,0,5624,1457,6262,0,1495,994,565,492,769,716,1613,1524,23079,1,162,162,83,79,54,1002,268,23,42,36,189,2,0,40,62,81,150,163,90,78,23,359,12,7,87,52,35,12.7713,0.2658,0.3315,0.4271,0.7586,9.2326,6.1386,1.1672,3.0384,0.0741,0.0000,0.5556,0.5123,3.4877,0.7013,0.2949,0.4178,4.4218,141.5890,0.0000,1.3634,0.5142,2.0203,0.2913
11,2003,100,0,2,1,0,5667,1456,6252,0,1476,960,545,433,760,690,1667,1578,22743,1,162,162,79,83,40,935,304,27,55,33,204,2,0,22,54,70,151,94,80,49,8,349,11,7,71,31,39,12.2300,0.2605,0.3179,0.4337,0.7517,9.1215,5.9327,1.2607,2.6759,0.0679,0.0000,0.4938,0.4877,3.3642,0.8333,0.1633,0.4327,4.2641,140.3889,0.0000,1.3108,0.5137,2.2171,0.2791
11,2004,100,0,2,1,0,5747,1465,6443,0,1568,922,518,539,872,801,1666,1587,23365,1,162,162,74,88,37,983,333,32,44,27,225,2,3,47,47,78,148,144,73,57,20,381,14,8,87,35,43,13.4202,0.2728,0.3410,0.4576,0.7986,9.6306,5.6629,1.3819,3.3105,0.0864,0.0000,0.4506,0.4568,3.1975,0.6491,0.3509,0.3885,4.9197,143.3436,0.0000,1.4379,0.5121,1.7106,0.2892
11,2005,100,0,2,1,0,5657,1455,6292,0,1521,894,470,509,779,719,1600,1642,22787,2,162,162,66,96,40,981,319,21,51,37,184,8,1,44,47,53,154,148,75,58,16,427,8,3,86,38,50,12.8786,0.2689,0.3322,0.4359,0.7681,9.4039,5.5274,1.1376,3.1470,0.0494,0.0000,0.4630,0.4074,2.9012,0.7143,0.2759,0.3607,4.4454,137.2711,0.0000,1.3946,0.4935,1.7564,0.2888
11,2006,100,0,2,1,0,5594,1445,6192,0,1429,1025,497,476,740,686,1537,1577,22490,0,162,162,87,75,49,931,292,20,40,18,188,6,0,41,49,62,143,133,91,63,12,375,19,8,55,30,53,12.2512,0.2555,0.3187,0.4149,0.7336,8.9003,6.3841,1.1709,2.9647,0.1173,0.0000,0.5617,0.5370,3.0679,0.8033,0.1905,0.3813,4.2727,136.3030,0.0000,1.3183,0.4936,2.1534,0.2807
11,2007,100,0,2,1,0,5641,1476,6280,0,1413,1026,513,523,695,631,1593,1598,23107,1,162,162,81,81,47,943,296,23,42,26,148,1,3,38,35,48,149,157,88,58,11,394,13,9,106,20,41,12.0948,0.2505,0.3172,0.3909,0.7081,8.6139,6.2547,0.9022,3.1883,0.0802,0.0000,0.5432,0.5000,3.1667,0.8103,0.1897,0.3782,3.8467,140.8963,0.0000,1.3114,0.4992,1.9618,0.2806
11,2008,100,0,2,1,0,5664,1431,6363,0,1578,1035,394,590,828,767,1609,1412,23567,0,162,162,70,92,40,1051,354,21,40,29,144,4,0,65,81,48,156,154,61,56,15,420,6,4,82,32,40,13.9371,0.2786,0.3494,0.4276,0.7770,9.9245,6.5094,0.9057,3.7107,0.0370,0.0000,0.3765,0.4321,2.4321,0.7273,0.2679,0.3714,4.8239,141.9699,0.0000,1.5150,0.5326,1.7542,0.3169
11,2009,100,0,2,1,0,5575,1444,6261,0,1439,1021,468,536,736,681,1553,1564,22856,2,162,162,75,87,39,954,307,36,53,23,155,3,1,53,65,60,145,137,85,56,16,362,17,7,97,34,48,12.6777,0.2581,0.3270,0.4048,0.7318,8.9647,6.3606,0.9656,3.3392,0.1049,0.0000,0.5247,0.4630,2.8889,0.7091,0.2857,0.4006,4.2425,141.0864,0.0000,1.3671,0.4982,1.9049,0.2884
11,2010,100,0,2,1,0,5548,1458,6095,0,1365,1064,427,443,637,588,1607,1502,22025,1,162,162,72,90,34,964,246,14,51,19,136,3,1,46,47,38,143,134,99,46,12,365,19,21,82,33,34,11.3925,0.2460,0.3036,0.3708,0.6744,8.4240,6.5664,0.8393,2.7339,0.1173,0.0000,0.6111,0.4444,2.6358,0.7391,0.2609,0.3918,3.6288,131.1012,0.0000,1.2398,0.5169,2.4018,0.2794
11,2011,100,0,2,1,0,5663,1466,6272,0,1441,1101,411,478,740,692,1642,1483,23147,0,162,162,55,107,27,938,302,29,47,31,170,5,0,52,57,55,148,115,91,42,15,385,14,7,73,42,28,12.1187,0.2545,0.3162,0.4088,0.7250,8.8465,6.7592,1.0437,2.9345,0.0864,0.0000,0.5617,0.3395,2.5370,0.6429,0.3571,0.3844,4.2483,140.2848,0.0000,1.3090,0.5254,2.3033,0.2863
11,2012,100,0,2,1,0,5474,1430,6015,0,1354,1199,480,438,695,657,1485,1435,22359,0,162,162,75,87,30,835,280,12,46,28,211,2,2,39,43,43,143,123,86,42,12,337,19,12,103,23,34,11.5490,0.2474,0.3058,0.4244,0.7302,8.5217,7.5462,1.3280,2.7566,0.1173,0.0000,0.5309,0.4630,2.9630,0.7143,0.2857,0.4243,4.1350,138.0185,0.0000,1.2531,0.5086,2.7374,0.2781
11,2013,100,0,2,1,0,5631,1478,6245,0,1383,1240,376,507,708,645,1572,1422,23445,2,162,162,63,99,30,893,300,13,48,39,151,3,1,54,56,45,147,133,85,40,10,394,15,4,69,31,28,11.7775,0.2456,0.3105,0.3932,0.7037,8.4177,7.5473,0.9191,3.0859,0.0926,0.0000,0.5247,0.3889,2.3210,0.7500,0.2500,0.3731,3.9258,142.0909,0.0000,1.2782,0.5251,2.4458,0.2873
11,2014,100,0,2,1,0,5592,1456,6174,0,1392,1283,494,469,718,678,1532,1361,23632,2,162,162,69,93,34,937,266,13,34,33,156,2,0,43,60,66,150,142,93,48,12,352,12,8,49,24,40,11.9059,0.2489,0.3128,0.3920,0.7048,8.6005,7.9270,0.9638,2.8977,0.0741,0.0000,0.5741,0.4259,3.0494,0.7391,0.2500,0.4261,4.1890,144.9816,0.0000,1.2776,0.5296,2.7356,0.2952
