player_id,team_id,league_id,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_control,pitching_ratings_vsr_movement,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_control,pitching_ratings_vsl_movement,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_control,pitching_ratings_talent_movement,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
2441,0,0,17,1,75,10,15,30,17,1,75,10,15,30,17,1,74,10,15,30,33,1,75,0,7,0,24,0,9,0,0,0,0,0,0,0,0,0,36,0,39,0,0,0,0,0,0,0,0,0,4,24,40,93
2442,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,98
2443,0,0,45,25,75,0,0,0,44,25,75,0,0,0,47,25,75,0,0,0,85,92,75,0,0,0,61,31,0,0,0,0,0,0,0,0,0,0,91,94,0,0,0,0,0,0,0,0,0,0,10,10,51,112
2444,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,19
2445,0,0,39,25,83,0,0,0,39,26,83,0,0,0,39,24,82,0,0,0,66,128,150,0,2,0,54,0,19,0,0,0,61,0,0,0,0,0,77,0,57,0,0,0,98,0,0,0,0,0,9,7,51,128
2446,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,57
2447,0,0,6,2,66,10,15,30,6,2,66,10,15,30,6,2,66,10,15,30,6,2,68,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,1,50,0
2448,0,0,43,25,83,0,0,0,45,25,83,0,0,0,42,25,82,0,0,0,77,109,166,0,9,0,54,28,0,0,0,1,61,0,0,0,0,0,78,77,0,0,0,46,107,0,0,0,0,0,9,24,46,73
2449,0,0,33,22,75,0,0,0,33,22,74,0,0,0,35,22,75,0,0,0,51,161,167,0,1,0,64,0,30,0,0,8,0,0,0,0,0,0,76,0,58,0,0,30,0,0,0,0,0,0,10,175,47,160
2450,0,0,36,25,75,0,0,0,36,24,75,0,0,0,38,26,75,0,0,0,80,70,105,0,3,0,55,0,22,0,0,3,0,0,0,53,0,0,75,0,83,0,0,52,0,0,0,85,0,0,9,15,49,107
2451,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,110
2452,0,0,6,1,73,10,15,30,6,1,73,10,15,30,6,1,73,10,15,30,6,1,73,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,0
2453,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,6
2454,0,0,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,28
2455,0,0,43,25,83,0,0,0,43,25,83,0,0,0,43,25,83,0,0,0,55,130,160,0,2,0,60,0,21,0,0,0,64,0,0,0,0,0,71,0,38,0,0,0,99,0,0,0,0,0,10,1,51,139
2456,0,0,46,25,75,0,0,0,45,25,75,0,0,0,48,25,75,0,0,0,79,70,105,0,3,0,66,0,34,0,0,0,0,0,0,0,0,0,87,0,85,0,0,0,0,0,0,0,0,0,10,7,52,141
2457,0,0,43,25,75,0,0,0,42,25,75,0,0,0,45,25,76,0,0,0,83,65,115,0,8,0,0,0,50,0,65,0,0,0,0,0,0,0,0,0,99,0,93,0,0,0,0,0,0,0,9,17,38,109
2458,0,0,47,25,75,0,0,0,47,24,75,0,0,0,49,26,76,0,0,0,69,86,161,0,0,0,60,31,0,0,0,0,0,55,0,0,0,0,81,61,0,0,0,0,0,86,0,0,0,0,10,24,43,141
2459,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,167
2460,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,26
2461,0,0,45,25,75,0,0,0,45,25,75,0,0,0,45,25,75,0,0,0,79,62,75,0,3,0,0,0,40,0,0,0,0,0,0,61,0,0,0,0,90,0,0,0,0,0,0,82,0,0,9,15,52,5
2462,0,0,43,25,83,0,0,0,44,25,83,0,0,0,42,25,83,0,0,0,52,106,146,0,4,0,60,0,21,0,0,1,64,0,0,0,0,0,67,0,42,0,0,17,95,0,0,0,0,0,10,14,51,147
2463,0,0,6,12,83,10,15,30,6,12,83,10,15,30,6,12,83,10,15,30,6,17,84,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,1,61,0
2464,0,0,45,25,75,0,0,0,47,25,75,0,0,0,44,25,75,0,0,0,45,25,75,0,7,0,0,0,40,0,0,0,0,0,0,60,0,0,0,0,40,0,0,0,0,0,0,60,0,0,9,4,51,27
2465,0,0,90,25,75,0,0,0,92,26,75,0,0,0,88,24,75,0,0,0,155,64,148,0,6,0,114,0,39,0,0,0,0,0,0,0,0,0,151,0,126,0,0,0,0,0,0,0,0,0,19,17,49,64
2466,0,0,45,25,75,0,0,0,45,25,75,0,0,0,45,25,75,0,0,0,75,67,167,0,10,0,0,46,0,0,0,0,0,60,0,0,0,0,0,86,0,0,0,0,0,98,0,0,0,0,9,23,47,71
2467,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,32
2468,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,24
2469,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,69
2470,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,65
2471,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,135
2472,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,1,50,0
2473,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,120
2474,0,0,106,95,137,0,10,6,107,97,138,0,10,6,105,93,135,0,10,6,106,95,137,0,9,0,93,114,0,0,0,81,130,0,0,0,0,0,93,114,0,0,0,81,130,0,0,0,0,0,12,162,55,82
2475,0,0,45,25,75,0,0,0,44,24,74,0,0,0,47,26,75,0,0,0,64,104,164,0,4,0,61,0,32,0,0,0,0,0,0,0,0,0,76,0,64,0,0,0,0,0,0,0,0,0,9,13,45,157
2476,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,78
2477,0,0,57,95,125,0,6,6,59,98,127,0,6,6,56,92,124,0,6,6,88,100,130,0,7,0,74,49,43,0,64,1,0,62,0,0,0,0,96,74,91,0,79,16,0,71,0,0,0,0,9,157,61,78
2478,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,194
2479,0,0,43,25,81,0,0,0,43,26,81,0,0,0,43,24,81,0,0,0,89,70,81,0,6,0,60,0,21,0,0,1,0,0,0,57,0,0,84,0,93,0,0,59,0,0,0,87,0,0,10,1,60,12
2480,0,0,46,25,75,0,0,0,45,25,75,0,0,0,48,26,76,0,0,0,103,81,115,0,8,0,62,0,36,0,0,0,0,0,0,0,0,0,100,0,127,0,0,0,0,0,0,0,0,0,9,5,48,156
2481,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,41
2482,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,20
2483,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,70
2484,0,0,33,22,75,0,0,0,33,22,75,0,0,0,33,22,75,0,0,0,71,140,143,0,3,0,60,31,0,0,0,1,0,0,0,0,0,0,95,82,0,0,0,56,0,0,0,0,0,0,10,78,48,69
2485,0,0,39,25,82,0,0,0,39,25,82,0,0,0,39,25,82,0,0,0,73,102,150,0,3,0,54,0,19,0,0,0,60,0,0,0,0,0,83,0,68,0,0,0,101,0,0,0,0,0,9,16,52,41
2486,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,70
2487,0,0,45,25,75,0,0,0,47,26,75,0,0,0,44,24,74,0,0,0,74,142,143,0,5,0,0,45,0,0,0,0,0,62,0,0,0,0,0,83,0,0,0,0,0,95,0,0,0,0,10,22,45,27
2488,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,124
2489,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,157
2490,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,67
2491,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,104
2492,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,111
2493,0,0,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,87
2494,0,0,13,1,75,10,15,30,13,1,75,10,15,30,13,1,75,10,15,30,21,208,173,0,2,0,18,10,0,0,0,0,0,0,0,0,0,0,25,27,0,0,0,0,0,0,0,0,0,0,3,24,51,84
2495,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,117
2496,0,0,33,22,75,0,0,0,33,22,75,0,0,0,33,21,74,0,0,0,91,95,134,0,3,0,65,0,26,0,0,11,0,0,0,0,0,0,112,0,87,0,0,109,0,0,0,0,0,0,10,163,47,137
2497,0,0,87,80,101,0,7,5,88,82,101,0,7,5,86,78,100,0,7,5,90,81,120,0,6,0,92,90,0,0,0,0,87,0,0,0,0,0,95,93,0,0,0,0,95,0,0,0,0,0,8,12,53,74
2498,0,0,45,25,75,0,0,0,44,25,75,0,0,0,47,26,75,0,0,0,101,89,90,0,6,0,0,46,0,0,0,0,0,60,0,0,0,0,0,119,0,0,0,0,0,99,0,0,0,0,9,15,46,120
2499,0,0,47,25,75,0,0,0,49,26,75,0,0,0,46,24,74,0,0,0,110,86,95,0,5,0,72,0,25,0,0,1,0,0,0,0,0,0,123,0,110,0,0,82,0,0,0,0,0,0,12,13,47,116
2500,0,0,9,1,75,10,15,30,9,1,75,10,15,30,9,1,75,10,15,30,59,23,75,0,8,0,18,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,111,0,0,0,0,0,0,3,18,48,197
2501,0,0,45,25,82,0,0,0,44,24,82,0,0,0,47,26,83,0,0,0,45,40,82,0,7,0,0,0,40,0,0,0,68,0,0,0,0,0,0,0,40,0,0,0,68,0,0,0,0,0,9,9,45,165
2502,0,0,40,25,82,0,0,0,41,25,82,0,0,0,39,25,82,0,0,0,79,151,112,0,2,0,56,0,21,0,0,3,61,0,0,0,0,0,80,0,80,0,0,51,87,0,0,0,0,0,9,21,55,135
2503,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,126
2504,0,0,37,22,75,0,0,0,37,22,75,0,0,0,39,22,75,0,0,0,78,96,148,0,4,0,60,31,21,0,0,1,0,0,0,0,0,0,96,55,82,0,0,59,0,0,0,0,0,0,10,146,47,154
2505,0,0,45,25,75,0,0,0,47,25,75,0,0,0,44,25,75,0,0,0,45,40,75,0,14,0,0,0,40,0,0,0,0,0,0,62,0,0,0,0,40,0,0,0,0,0,0,62,0,0,9,16,50,168
2506,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,70
2507,0,0,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,61
2508,0,0,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,4
2509,0,0,33,22,82,0,0,0,33,22,82,0,0,0,33,22,82,0,0,0,58,130,172,0,3,0,60,0,0,0,0,16,63,0,0,0,0,0,75,0,0,0,0,62,108,0,0,0,0,0,9,220,50,148
2510,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,134
2511,0,0,42,25,75,0,0,0,42,25,75,0,0,0,42,25,75,0,0,0,87,100,138,0,5,0,59,0,27,0,0,9,0,0,0,0,0,0,95,0,88,0,0,67,0,0,0,0,0,0,9,19,47,121
2512,0,0,43,25,82,0,0,0,43,26,83,0,0,0,43,24,82,0,0,0,62,116,167,0,0,0,60,0,21,0,0,0,63,0,0,0,0,0,77,0,49,0,0,0,105,0,0,0,0,0,10,24,47,58
2513,0,0,45,25,92,0,0,0,45,25,92,0,0,0,45,25,92,0,0,0,45,33,92,0,7,0,64,0,28,0,0,0,0,0,0,0,0,0,64,0,28,0,0,0,0,0,0,0,0,0,10,11,67,78
2514,0,0,18,1,75,10,15,30,18,1,75,10,15,30,18,1,75,10,15,30,18,1,75,0,7,0,24,13,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,0,0,0,4,18,47,77
2515,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,122
2516,0,0,43,25,75,0,0,0,45,25,75,0,0,0,42,25,75,0,0,0,64,81,162,0,7,0,60,0,28,0,0,9,0,0,0,0,0,0,76,0,56,0,0,36,0,0,0,0,0,0,9,12,48,101
2517,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,133
2518,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,105
2519,0,0,43,25,75,0,0,0,43,25,75,0,0,0,43,25,74,0,0,0,43,47,95,0,7,0,0,0,50,0,68,0,0,0,0,0,0,0,0,0,50,0,68,0,0,0,0,0,0,0,10,21,40,118
2520,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,188
2521,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,120
2522,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,91
2523,0,0,64,66,151,0,10,0,64,67,152,0,10,0,63,65,150,0,10,0,64,66,151,0,9,0,0,0,87,0,0,0,92,0,0,0,0,0,0,0,87,0,0,0,92,0,0,0,0,0,9,11,56,187
2524,0,0,45,25,82,0,0,0,47,26,83,0,0,0,44,24,82,0,0,0,55,82,164,0,2,0,0,0,40,0,0,0,67,0,0,0,0,0,0,0,55,0,0,0,105,0,0,0,0,0,9,22,45,37
2525,0,0,33,22,75,0,0,0,34,22,75,0,0,0,32,21,75,0,0,0,66,106,129,0,5,0,57,31,0,0,0,5,0,0,0,0,0,0,87,76,0,0,0,54,0,0,0,0,0,0,9,144,54,172
2526,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,27
2527,0,0,6,2,75,10,15,30,6,2,75,10,15,30,6,2,75,10,15,30,6,2,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,0
2528,0,0,33,22,75,0,0,0,33,22,75,0,0,0,33,21,74,0,0,0,33,132,162,0,3,0,60,0,32,0,0,11,0,0,0,0,0,0,60,0,32,0,0,11,0,0,0,0,0,0,9,46,47,61
2529,0,0,43,25,82,0,0,0,44,25,82,0,0,0,42,25,82,0,0,0,62,43,172,0,9,0,60,0,21,0,0,1,63,0,0,0,0,0,72,0,56,0,0,29,110,0,0,0,0,0,10,1,50,39
2530,0,0,45,25,83,0,0,0,45,26,83,0,0,0,45,24,82,0,0,0,46,104,165,0,2,0,0,0,38,0,0,0,69,0,0,0,0,0,0,0,40,0,0,0,102,0,0,0,0,0,10,20,53,32
2531,0,0,42,25,75,0,0,0,42,26,75,0,0,0,42,24,74,0,0,0,42,77,155,0,12,0,54,28,0,0,0,1,0,51,0,0,0,0,54,28,0,0,0,1,0,67,0,0,0,0,9,24,39,115
2532,0,0,101,87,138,0,7,6,102,88,139,0,7,6,100,86,137,0,7,6,101,87,138,0,7,0,92,0,121,0,0,79,116,0,0,0,0,0,92,0,121,0,0,79,116,0,0,0,0,0,10,46,52,137
2533,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,115
2534,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,126
2535,0,0,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,40
2536,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,185
2537,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,133
2538,0,0,45,25,75,0,0,0,45,26,75,0,0,0,45,24,75,0,0,0,79,78,105,0,6,0,0,0,40,0,0,0,0,0,0,61,0,0,0,0,90,0,0,0,0,0,0,88,0,0,9,18,49,116
2539,0,0,46,25,75,0,0,0,45,24,75,0,0,0,48,26,75,0,0,0,67,125,162,0,4,0,66,0,34,0,0,0,0,0,0,0,0,0,80,0,66,0,0,0,0,0,0,0,0,0,10,18,49,172
2540,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,137
2541,0,0,6,5,74,10,15,30,6,5,74,10,15,30,6,5,74,10,15,30,6,5,74,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,1,51,10
2542,0,0,12,1,75,10,15,30,12,1,75,10,15,30,12,1,74,10,15,30,33,1,75,0,7,0,18,0,7,0,0,0,0,0,0,0,0,0,35,0,50,0,0,0,0,0,0,0,0,0,3,24,47,112
2543,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,25
2544,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,33
2545,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,169
2546,0,0,46,25,75,0,0,0,47,25,75,0,0,0,44,25,75,0,0,0,87,93,138,0,8,0,66,0,34,0,0,0,0,0,0,0,0,0,93,0,98,0,0,0,0,0,0,0,0,0,10,14,46,29
2547,0,0,33,22,75,0,0,0,34,22,75,0,0,0,32,21,75,0,0,0,61,137,138,0,4,0,54,28,19,0,0,1,0,0,0,0,0,0,78,63,49,0,0,24,0,0,0,0,0,0,9,178,49,45
2548,0,0,6,12,71,10,15,30,6,12,71,10,15,30,6,12,71,10,15,30,6,14,72,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,1,50,0
2549,0,0,47,25,75,0,0,0,47,26,76,0,0,0,47,24,75,0,0,0,47,84,161,0,1,0,60,31,0,0,0,0,0,55,0,0,0,0,60,31,0,0,0,0,0,73,0,0,0,0,10,24,43,69
2550,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,168
2551,0,0,39,25,75,0,0,0,39,25,75,0,0,0,41,25,75,0,0,0,39,113,164,0,4,0,54,0,19,0,0,0,0,0,0,51,0,0,54,0,19,0,0,0,0,0,0,69,0,0,9,23,45,181
2552,0,0,41,25,82,0,0,0,43,25,82,0,0,0,40,25,82,0,0,0,77,42,165,0,4,0,50,28,0,0,0,4,58,0,0,0,0,0,75,80,0,0,0,52,106,0,0,0,0,0,8,9,54,87
2553,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,149
2554,0,0,46,25,75,0,0,0,46,26,75,0,0,0,46,24,75,0,0,0,53,83,143,0,7,0,66,0,34,0,0,0,0,0,0,0,0,0,71,0,45,0,0,0,0,0,0,0,0,0,10,15,52,98
2555,0,0,33,22,75,0,0,0,33,22,75,0,0,0,33,22,75,0,0,0,60,91,161,0,5,0,59,0,27,0,0,9,0,0,0,0,0,0,82,0,66,0,0,46,0,0,0,0,0,0,9,80,43,151
2556,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,132
2557,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,13
2558,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,78
