player_id,team_id,league_id,uniform_number,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,last_day_on_waivers,options_used,option_used_this_year,has_received_arbitration,was_traded,trade_status
16469,9,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1814,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16472,20,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1760,0,1908,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16475,25,100,0,0,1,0,0,0,0,0,1,0,0,10,1,11,1722,172,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16480,10,100,0,0,1,0,0,0,0,0,1,0,0,10,1,11,1720,172,2050,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16486,9,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16487,1,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16496,2,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16500,13,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2050,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16503,7,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16509,3,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1720,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16511,14,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16514,9,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16517,7,100,0,0,1,0,0,0,0,0,1,0,0,10,1,11,1720,172,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16519,8,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16528,20,100,0,0,0,0,0,0,0,0,1,0,0,10,0,11,1720,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16530,7,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16533,24,100,0,0,1,0,0,0,0,0,1,0,0,10,1,11,1720,172,2038,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16537,1,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1857,0,2005,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16542,10,100,0,0,1,0,0,0,0,0,1,0,0,8,0,8,1376,0,1493,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16546,0,0,0,0,1,0,0,0,0,0,1,0,0,9,2,10,1642,344,1776,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16547,6,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16557,1,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1739,0,1996,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16560,28,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1873,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16562,30,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16568,18,100,0,0,1,0,0,0,0,0,1,0,0,10,1,11,1720,172,2045,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16576,2,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1720,0,2049,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16578,29,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16586,20,100,0,0,0,0,0,0,0,0,1,0,0,7,1,10,1354,172,1642,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16587,19,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2049,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16593,25,100,0,0,1,0,0,0,0,0,1,0,0,7,0,8,1204,0,1492,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16594,1,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1720,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16596,6,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2050,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16606,17,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16607,11,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16609,7,100,0,0,1,0,0,0,0,0,1,0,0,10,1,11,1873,172,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16615,8,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16621,6,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16626,18,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16639,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,9,1515,0,1639,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16652,29,100,0,0,1,0,0,0,0,0,1,0,0,10,1,10,1720,172,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16661,16,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1548,0,1866,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16662,25,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16664,26,100,0,0,1,0,0,0,0,0,1,0,0,9,2,10,1548,344,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16671,27,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16673,22,100,0,0,0,0,0,0,0,0,1,0,0,9,0,10,1548,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16675,27,100,0,0,1,0,0,0,0,0,1,0,0,8,0,10,1491,0,1788,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16679,29,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16682,2,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16694,26,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16695,7,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16697,14,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16699,17,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16703,30,100,0,0,1,0,0,0,0,0,1,0,0,10,1,10,1720,172,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16704,9,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16707,29,100,0,0,1,0,0,0,0,0,1,0,0,10,2,10,1720,344,1867,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16709,19,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16711,24,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16729,19,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16730,2,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1865,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16732,18,100,0,0,1,0,0,0,0,0,1,0,0,9,6,10,1548,1032,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16733,2,100,0,0,1,0,0,0,0,0,1,0,0,9,1,10,1548,172,1865,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16734,27,100,0,0,1,0,0,0,0,0,1,0,0,10,1,10,1720,172,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16735,12,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1550,0,1864,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16737,27,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1640,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16740,22,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16749,27,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1682,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16752,12,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16754,10,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16769,6,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1682,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16779,26,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1548,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16780,19,100,0,0,0,0,0,0,0,0,1,0,0,9,1,10,1548,172,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16781,24,100,0,0,1,0,0,0,0,0,1,0,0,10,1,10,1720,172,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16784,25,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1548,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16787,2,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1639,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16791,14,100,0,0,1,0,0,0,0,0,1,0,0,8,0,10,1516,0,1824,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16794,1,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16798,1,100,0,0,1,0,0,0,0,0,1,0,0,8,2,9,1376,344,1682,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16799,3,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16802,12,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1864,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16809,28,100,0,0,1,0,0,0,0,0,1,0,0,8,0,10,1436,59,1733,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16811,4,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16812,27,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16816,29,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16818,28,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1549,0,1824,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16825,13,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16826,22,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16827,29,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1578,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16831,3,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1672,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16833,24,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16836,18,100,0,0,1,0,0,0,0,0,1,0,0,8,0,10,1407,0,1709,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16837,10,100,0,0,1,0,0,0,0,0,1,0,0,4,1,7,833,172,1068,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16840,29,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16853,0,0,0,0,1,0,0,0,0,0,1,0,0,8,2,9,1530,498,1650,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16855,21,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16858,22,100,0,0,1,0,0,0,0,0,1,0,0,10,0,10,1720,0,1865,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16866,12,100,0,0,1,0,0,0,0,0,1,0,0,9,1,10,1548,172,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16870,3,100,0,0,1,0,0,0,0,0,1,0,0,9,0,10,1609,0,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16874,4,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16875,10,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16876,1,100,0,0,0,0,0,0,0,0,1,0,0,8,1,9,1376,172,1671,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16878,27,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16880,29,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1470,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16886,29,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1408,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16887,2,100,0,0,1,0,0,0,0,0,1,0,0,8,3,9,1376,516,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16888,5,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16890,29,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16894,17,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1500,0,1618,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16898,5,100,0,0,1,0,0,0,0,0,1,0,0,9,1,9,1548,172,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16901,14,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16902,1,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1668,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16904,17,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16910,7,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16911,13,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16914,2,100,0,0,0,0,0,0,0,0,1,0,0,8,0,9,1376,0,1669,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16915,20,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16920,27,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1408,0,1677,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16921,22,100,0,0,1,0,0,0,0,0,1,0,0,7,0,9,1328,0,1616,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16924,21,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16925,16,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16927,27,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16929,22,100,0,0,0,0,0,0,0,0,1,0,0,6,0,9,1197,0,1467,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16932,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,8,1326,0,1431,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16934,5,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1674,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16937,21,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1529,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16943,26,100,0,0,1,0,0,0,0,0,1,0,0,8,1,9,1376,172,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16948,13,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16949,15,100,0,0,1,0,0,0,0,0,1,0,0,9,1,9,1548,172,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16950,18,100,0,0,1,0,0,0,0,0,1,0,0,7,0,9,1304,0,1594,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16956,20,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16960,24,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16963,24,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1663,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16966,24,100,0,0,1,0,0,0,0,0,1,0,0,9,1,9,1548,172,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16970,5,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16978,17,100,0,0,1,0,0,0,0,0,1,0,0,7,0,9,1374,0,1665,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16980,29,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1666,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16982,27,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16984,7,100,0,0,1,0,0,0,0,0,1,0,0,9,1,9,1548,172,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16985,24,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16986,11,100,0,0,1,0,0,0,0,0,1,0,0,7,0,9,1313,109,1601,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16987,5,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16994,27,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1669,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16998,3,100,0,0,1,0,0,0,0,0,1,0,0,8,1,9,1376,172,1677,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17001,19,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17004,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1,8,1376,172,1492,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17007,3,100,0,0,1,0,0,0,0,0,1,0,0,7,0,8,1204,0,1493,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17009,3,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17011,29,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17014,6,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1668,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17015,21,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1437,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17017,22,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17018,2,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17021,1,100,0,0,1,0,0,0,0,0,1,0,0,8,1,9,1376,172,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17022,10,100,0,0,1,0,0,0,0,0,1,0,0,9,2,9,1548,344,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17030,24,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17032,14,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17038,21,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1677,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17042,17,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17043,2,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1670,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17045,9,100,0,0,1,0,0,0,0,0,1,0,0,7,1,9,1275,172,1565,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17049,3,100,0,0,1,0,0,0,0,0,1,0,0,8,1,9,1500,172,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17051,14,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1677,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17052,2,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17055,23,100,0,0,1,0,0,0,0,0,1,0,0,8,0,8,1376,0,1492,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17056,22,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17057,3,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17060,20,100,0,0,0,0,0,0,0,0,1,0,0,6,2,9,1099,344,1377,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17063,25,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17065,9,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1523,0,1640,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17068,2,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17070,9,100,0,0,1,0,0,0,0,0,1,0,0,8,0,9,1376,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17072,6,100,0,0,1,0,0,0,0,0,1,0,0,9,0,9,1548,0,1678,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17073,2,100,0,0,1,0,0,0,0,0,1,0,0,8,0,8,1376,0,1493,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
17078,17,100,0,0,1,0,0,0,0,0,1,0,0,8,0,8,1376,0,1493,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
