player_id,team_id,league_id,offensive_value,offensive_value_talent,offensive_value_vsl,offensive_value_vsr,pitching_value,pitching_value_talent,pitching_value_vsl,pitching_value_vsr,overall_value,overall_value_vsl,overall_value_vsr,talent_value,career_value,leadoff_value_vsl,leadoff_value_vsr,running_value,stealing_value,season_performance,stats_value_0,stats_value_1,stats_value_2,stats_mod_0,stats_mod_1,stats_mod_2,ratings_value
16699,17,100,962,1015,850,983,0,0,0,0,1028,960,1093,1125,836,485,527,100,8,0.0000,0,903,1191,0,100,100,1063
16703,30,100,0,0,0,0,1033,942,966,920,1077,966,920,1024,904,0,0,0,0,0.0000,0,1179,1153,0,100,100,1014
16704,9,100,710,800,624,764,0,0,0,0,755,676,821,860,501,489,544,109,10,0.0000,0,430,751,0,20,100,788
16707,29,100,676,792,578,683,0,0,0,0,729,634,748,872,738,257,274,47,2,0.0000,0,800,768,0,30,37,719
16709,19,100,611,529,399,532,0,0,0,0,665,451,600,635,514,179,194,3,0,0.0000,0,802,1214,0,10,100,567
16711,24,100,0,0,0,0,1147,1056,1106,1076,1223,1106,1076,1176,948,0,0,0,0,0.0000,0,1278,1122,0,100,100,1213
16729,19,100,851,776,740,732,0,0,0,0,967,907,898,968,622,330,328,60,4,0.0000,0,1194,912,0,68,71,898
16730,2,100,0,0,0,0,867,988,963,1004,621,963,1004,603,526,0,0,0,0,0.0000,0,675,565,0,96,61,601
16732,18,100,224,264,182,238,0,0,0,0,254,209,270,345,201,239,251,79,9,0.0000,0,0,503,0,0,6,254
16733,2,100,274,450,277,274,0,0,0,0,319,321,319,575,201,182,182,4,0,0.0000,0,0,506,0,0,7,319
16734,27,100,845,965,713,903,0,0,0,0,893,769,969,1031,594,314,355,52,2,0.0000,0,867,747,0,40,100,923
16735,12,100,0,0,0,0,812,810,804,848,502,804,848,497,358,0,0,0,0,0.0000,0,898,294,0,1,21,508
16737,27,100,776,775,670,835,0,0,0,0,822,714,888,829,589,281,312,24,1,0.0000,0,393,641,0,8,55,848
16740,22,100,0,0,0,0,1501,1471,1520,1461,1624,1520,1461,1708,1544,0,0,0,0,0.0000,0,1494,1469,0,100,100,1714
16749,27,100,0,0,0,0,798,789,820,784,493,820,784,488,351,0,0,0,0,0.0000,0,0,534,0,0,27,492
16752,12,100,1107,1042,1060,1048,0,0,0,0,1193,1203,1191,1184,935,335,334,39,3,0.0000,0,1211,1146,0,100,100,1191
16754,10,100,555,672,502,497,0,0,0,0,589,551,546,752,456,232,232,5,0,0.0000,0,681,716,0,68,73,546
16769,6,100,490,693,511,483,0,0,0,0,540,563,533,780,326,267,261,24,2,0.0000,0,0,677,0,0,16,540
16779,26,100,0,0,0,0,877,930,871,924,931,871,924,992,607,0,0,0,0,0.0000,0,0,780,0,0,100,955
16780,19,100,0,0,0,0,309,581,296,322,197,296,322,360,125,0,0,0,0,0.0000,0,0,465,0,0,10,197
16781,24,100,942,1002,711,873,0,0,0,0,958,734,899,1029,700,305,327,34,4,0.0000,0,1011,1399,0,100,100,858
16784,25,100,0,0,0,0,766,787,773,721,517,773,721,536,450,0,0,0,0,0.0000,0,0,631,0,0,80,501
16787,2,100,0,0,0,0,680,825,649,668,481,649,668,520,278,0,0,0,0,0.0000,0,758,823,0,34,30,422
16791,14,100,0,0,0,0,803,821,779,826,492,779,826,502,354,0,0,0,0,0.0000,0,0,0,0,0,0,492
16794,1,100,382,598,384,362,0,0,0,0,414,420,396,668,350,253,249,35,3,0.0000,0,687,563,0,8,30,401
16798,1,100,380,403,389,372,0,0,0,0,389,398,382,417,284,222,220,43,2,0.0000,0,0,422,0,0,42,387
16799,3,100,0,0,0,0,1168,1127,1179,1135,1258,1179,1135,1271,992,0,0,0,0,0.0000,0,1188,1259,0,100,100,1292
16802,12,100,723,719,692,670,0,0,0,0,857,869,842,930,429,588,582,130,20,0.0000,0,746,984,0,31,100,850
16809,28,100,0,0,0,0,845,938,844,808,528,844,808,577,347,0,0,0,0,0.0000,0,0,745,0,0,71,507
16811,4,100,0,0,0,0,865,993,978,1016,641,978,1016,622,498,0,0,0,0,0.0000,0,558,975,0,100,100,626
16812,27,100,779,754,786,732,0,0,0,0,821,842,785,814,643,310,304,38,4,0.0000,0,978,767,0,36,65,801
16816,29,100,0,0,0,0,969,989,981,1010,747,981,1010,622,418,0,0,0,0,0.0000,0,910,973,0,100,100,628
16818,28,100,546,637,574,529,0,0,0,0,606,641,594,731,408,391,380,101,12,0.0000,0,455,691,0,6,44,601
16825,13,100,805,748,748,736,0,0,0,0,918,938,923,958,938,680,675,115,18,0.0000,0,862,1039,0,100,100,926
16826,22,100,0,0,0,0,834,891,880,846,890,880,846,949,852,0,0,0,0,0.0000,0,0,732,0,0,100,916
16827,29,100,0,0,0,0,740,1029,683,725,557,683,725,1110,517,0,0,0,0,0.0000,0,603,1015,0,20,100,477
16831,3,100,611,724,539,630,0,0,0,0,651,590,689,801,612,229,241,3,0,0.0000,0,613,677,0,81,1,667
16833,24,100,0,0,0,0,1198,1145,1138,1179,1294,1138,1179,1301,926,0,0,0,0,0.0000,0,1203,1414,0,100,100,1320
16836,18,100,0,0,0,0,266,334,242,253,186,242,253,232,93,0,0,0,0,0.0000,0,0,503,0,0,37,176
16837,10,100,0,0,0,0,899,913,885,921,571,885,921,572,286,0,0,0,0,0.0000,0,0,714,0,0,33,567
16840,29,100,841,841,635,820,0,0,0,0,941,778,994,1021,617,471,538,100,10,0.0000,0,958,899,0,100,100,939
16853,0,0,193,323,198,193,0,0,0,0,217,223,217,408,254,165,165,23,0,0.0000,0,0,0,0,0,0,217
16855,21,100,747,820,603,826,0,0,0,0,815,690,942,941,677,246,287,15,0,0.0000,0,715,714,0,100,74,874
16858,22,100,591,619,508,620,0,0,0,0,694,598,726,751,401,474,513,120,15,0.0000,0,705,519,0,4,5,694
16866,12,100,321,306,306,289,0,0,0,0,353,340,323,394,233,189,186,4,0,0.0000,0,0,737,0,0,53,328
16870,3,100,0,0,0,0,779,921,815,846,531,815,846,565,266,0,0,0,0,0.0000,0,417,732,0,28,100,512
16874,4,100,640,748,487,708,0,0,0,0,737,588,849,917,696,237,289,27,0,0.0000,0,570,624,0,63,45,795
16875,10,100,0,0,0,0,842,894,909,936,614,909,936,551,347,0,0,0,0,0.0000,0,668,927,0,100,54,568
16876,1,100,0,0,0,0,438,757,418,452,274,418,452,466,237,0,0,0,0,0.0000,0,0,964,0,0,2,274
16878,27,100,0,0,0,0,798,861,843,802,597,843,802,545,454,0,0,0,0,0.0000,0,808,606,0,79,61,518
16880,29,100,610,681,600,596,0,0,0,0,667,666,661,773,610,233,233,10,0,0.0000,0,504,783,0,9,60,661
16886,29,100,531,677,551,527,0,0,0,0,576,596,570,744,554,269,265,38,3,0.0000,0,538,874,0,5,2,576
16887,2,100,241,357,190,257,0,0,0,0,316,255,335,527,309,412,440,153,32,0.0000,0,0,500,0,0,4,316
16888,5,100,893,1156,789,911,0,0,0,0,957,878,1006,1251,1015,429,458,85,9,0.0000,0,917,1063,0,100,14,976
16890,29,100,0,0,0,0,1256,1149,1183,1136,1343,1183,1136,1296,1320,0,0,0,0,0.0000,0,1397,1477,0,100,100,1294
16894,17,100,0,0,0,0,823,804,818,857,622,818,857,510,530,0,0,0,0,0.0000,0,777,1007,0,100,27,532
16898,5,100,0,0,0,0,1005,1066,1046,1071,1066,1046,1071,1192,959,0,0,0,0,0.0000,0,833,1071,0,100,100,1182
16901,14,100,0,0,0,0,942,1072,1103,1078,697,1103,1078,674,589,0,0,0,0,0.0000,0,735,663,0,100,82,682
16902,1,100,0,0,0,0,995,923,902,925,1027,902,925,991,938,0,0,0,0,0.0000,0,1130,990,0,100,92,979
16904,17,100,742,745,645,775,0,0,0,0,822,732,876,854,655,379,419,80,6,0.0000,0,864,686,0,22,72,841
16910,7,100,0,0,0,0,1239,1282,1287,1321,1061,1287,1321,991,814,0,0,0,0,0.0000,0,1117,1194,0,100,100,1010
16911,13,100,877,848,859,823,0,0,0,0,957,996,955,985,760,562,555,93,15,0.0000,0,907,1057,0,100,100,965
16914,2,100,0,0,0,0,570,745,596,562,353,596,562,458,209,0,0,0,0,0.0000,0,0,267,0,0,1,353
16915,20,100,0,0,0,0,840,853,898,861,607,898,861,534,456,0,0,0,0,0.0000,0,693,1068,0,67,48,546
16920,27,100,0,0,0,0,828,812,826,857,556,826,857,515,536,0,0,0,0,0.0000,0,748,647,0,24,31,533
16921,22,100,0,0,0,0,888,902,874,901,545,874,901,554,352,0,0,0,0,0.0000,0,0,655,0,0,13,545
16924,21,100,0,0,0,0,906,885,868,885,582,868,885,597,377,0,0,0,0,0.0000,0,574,548,0,100,100,592
16925,16,100,714,654,646,626,0,0,0,0,822,821,796,882,663,250,247,7,0,0.0000,0,825,979,0,100,70,806
16927,27,100,883,879,891,862,0,0,0,0,955,995,966,984,618,309,303,5,0,0.0000,0,933,961,0,61,100,974
16929,22,100,0,0,0,0,736,728,725,748,456,725,748,451,357,0,0,0,0,0.0000,0,0,0,0,0,0,456
16932,0,0,211,608,225,208,0,0,0,0,240,255,237,683,218,303,297,103,10,0.0000,0,0,393,0,0,7,240
16934,5,100,489,659,496,471,0,0,0,0,547,557,529,758,328,236,233,32,1,0.0000,0,0,921,0,0,35,535
16937,21,100,0,0,0,0,730,922,685,687,520,685,687,570,382,0,0,0,0,0.0000,0,888,918,0,31,78,431
16943,26,100,0,0,0,0,824,833,831,848,545,831,848,529,424,0,0,0,0,0.0000,0,0,671,0,0,78,533
16948,13,100,0,0,0,0,931,817,854,818,967,854,818,876,797,0,0,0,0,0.0000,0,1102,1136,0,100,77,884
16949,15,100,0,0,0,0,804,918,931,962,583,931,962,569,495,0,0,0,0,0.0000,0,580,559,0,100,84,588
16950,18,100,0,0,0,0,407,503,423,401,262,423,401,320,200,0,0,0,0,0.0000,0,0,432,0,0,8,262
16956,20,100,602,689,618,591,0,0,0,0,625,642,615,721,467,263,258,23,1,0.0000,0,698,614,0,9,40,623
16960,24,100,0,0,0,0,966,1090,1089,1135,719,1089,1135,688,507,0,0,0,0,0.0000,0,617,1118,0,100,100,703
16963,24,100,0,0,0,0,1135,1085,1018,1053,1197,1018,1053,1200,1113,0,0,0,0,0.0000,0,1308,1243,0,100,61,1138
16966,24,100,398,477,335,399,0,0,0,0,464,395,469,618,365,214,227,5,0,0.0000,0,1022,888,0,1,25,451
16970,5,100,0,0,0,0,831,819,814,847,513,814,847,506,365,0,0,0,0,0.0000,0,0,861,0,0,1,513
16978,17,100,0,0,0,0,730,795,751,720,465,751,720,504,413,0,0,0,0,0.0000,0,0,705,0,0,18,465
16980,29,100,0,0,0,0,516,632,484,540,323,484,540,393,302,0,0,0,0,0.0000,0,0,0,0,0,0,323
16982,27,100,1058,1283,1072,1036,0,0,0,0,1162,1245,1210,1457,1102,485,480,67,7,0.0000,0,1055,1138,0,100,100,1220
16984,7,100,0,0,0,0,952,1005,965,988,997,965,988,1073,805,0,0,0,0,0.0000,0,993,761,0,100,100,1038
16985,24,100,0,0,0,0,1171,1219,1230,1266,990,1230,1266,925,693,0,0,0,0,0.0000,0,1079,981,0,100,100,947
16986,11,100,0,0,0,0,774,795,791,767,481,791,767,493,346,0,0,0,0,0.0000,0,0,0,0,0,0,481
16987,5,100,86,65,94,83,0,0,0,0,103,112,100,185,91,143,142,3,0,0.0000,0,0,991,0,0,1,103
16994,27,100,0,0,0,0,793,963,936,964,548,936,964,600,403,0,0,0,0,0.0000,0,468,478,0,100,61,594
16998,3,100,0,0,0,0,636,622,616,637,465,616,637,431,417,0,0,0,0,0.0000,0,0,679,0,0,96,436
17001,19,100,720,791,584,713,0,0,0,0,778,666,807,906,778,502,537,126,18,0.0000,0,744,962,0,100,79,777
17004,0,0,371,455,305,392,0,0,0,0,397,327,420,510,344,187,199,2,0,0.0000,0,0,604,0,0,15,397
17007,3,100,0,0,0,0,897,1027,923,888,554,923,888,632,458,0,0,0,0,0.0000,0,0,1336,0,0,1,554
17009,3,100,0,0,0,0,1185,1160,1155,1185,1276,1155,1185,1309,1293,0,0,0,0,0.0000,0,1223,1167,0,100,100,1320
17011,29,100,1082,1149,987,963,0,0,0,0,1347,1429,1406,1591,1242,389,384,36,3,0.0000,0,1248,1251,0,100,100,1413
17014,6,100,0,0,0,0,696,658,720,688,433,720,688,410,305,0,0,0,0,0.0000,0,0,656,0,0,16,433
17015,21,100,650,865,527,769,0,0,0,0,712,590,858,962,700,282,333,37,4,0.0000,0,393,620,0,40,80,788
17017,22,100,899,960,731,925,0,0,0,0,974,840,1048,1083,874,410,454,96,7,0.0000,0,877,1179,0,100,95,997
17018,2,100,518,600,539,502,0,0,0,0,557,583,543,667,374,224,217,6,0,0.0000,0,0,669,0,0,46,550
17021,1,100,488,558,506,488,0,0,0,0,552,575,554,656,417,443,438,128,12,0.0000,0,0,393,0,0,20,557
17022,10,100,0,0,0,0,934,1010,976,1030,696,976,1030,642,486,0,0,0,0,0.0000,0,827,370,0,100,36,639
17030,24,100,0,0,0,0,1002,1150,1181,1125,750,1181,1125,725,582,0,0,0,0,0.0000,0,769,884,0,100,100,718
17032,14,100,739,869,674,850,0,0,0,0,776,726,915,934,722,247,273,9,0,0.0000,0,577,808,0,100,100,870
17038,21,100,0,0,0,0,766,732,775,757,504,775,757,466,319,0,0,0,0,0.0000,0,0,804,0,0,54,485
17042,17,100,0,0,0,0,983,1039,1016,1055,740,1016,1055,653,557,0,0,0,0,0.0000,0,948,602,0,100,73,651
17043,2,100,527,704,542,522,0,0,0,0,577,592,571,788,458,409,400,128,12,0.0000,0,0,565,0,0,13,577
17045,9,100,0,0,0,0,815,819,802,820,503,802,820,506,396,0,0,0,0,0.0000,0,0,267,0,0,13,503
17049,3,100,0,0,0,0,835,877,860,878,533,860,878,553,464,0,0,0,0,0.0000,0,267,401,0,14,4,550
17051,14,100,395,430,340,409,0,0,0,0,453,393,472,551,424,200,211,8,0,0.0000,0,0,393,0,0,28,455
17052,2,100,0,0,0,0,950,918,897,921,988,897,921,984,986,0,0,0,0,0.0000,0,953,1179,0,100,100,974
17055,23,100,0,0,0,0,721,944,766,810,536,766,810,572,309,0,0,0,0,0.0000,0,560,803,0,100,100,479
17056,22,100,1051,971,1041,983,0,0,0,0,1120,1156,1098,1087,793,361,355,55,4,0.0000,0,1126,1135,0,100,100,1114
17057,3,100,0,0,0,0,637,817,615,648,407,615,648,499,204,0,0,0,0,0.0000,0,0,681,0,0,51,389
17060,20,100,0,0,0,0,182,421,203,169,127,203,169,270,122,0,0,0,0,0.0000,0,0,0,0,0,0,127
17063,25,100,903,818,730,950,0,0,0,0,983,847,1084,952,764,311,346,31,2,0.0000,0,876,1061,0,100,100,1024
17065,9,100,0,0,0,0,872,1007,976,1000,622,976,1000,614,487,0,0,0,0,0.0000,0,675,373,0,100,38,602
17068,2,100,792,683,580,748,0,0,0,0,916,734,943,905,781,237,257,18,0,0.0000,0,972,986,0,78,98,887
17070,9,100,223,427,167,242,0,0,0,0,284,219,305,581,308,383,408,132,29,0.0000,0,0,393,0,0,2,284
17072,6,100,0,0,0,0,915,925,901,930,947,901,930,989,827,0,0,0,0,0.0000,0,907,852,0,100,73,976
17073,2,100,772,895,755,934,0,0,0,0,794,787,970,931,730,254,276,29,1,0.0000,0,545,795,0,100,84,921
17078,17,100,0,0,0,0,1290,1197,1141,1202,1381,1141,1202,1355,1078,0,0,0,0,0.0000,0,1442,1527,0,100,100,1326
17080,14,100,511,519,526,494,0,0,0,0,564,584,550,605,455,261,255,48,2,0.0000,0,393,628,0,1,55,560
17081,11,100,261,486,197,279,0,0,0,0,280,212,299,535,255,178,192,21,0,0.0000,0,0,0,0,0,0,280
17088,26,100,630,735,681,674,0,0,0,0,730,809,800,888,682,598,595,145,30,0.0000,0,393,583,0,34,78,800
17094,7,100,428,536,440,419,0,0,0,0,457,471,448,591,313,210,206,20,0,0.0000,0,393,552,0,3,26,454
17095,7,100,851,744,798,776,0,0,0,0,976,1007,981,963,832,686,679,144,26,0.0000,0,954,965,0,100,95,989
17096,23,100,934,956,964,947,0,0,0,0,961,1008,992,1001,838,315,313,31,3,0.0000,0,927,849,0,100,100,997
17097,20,100,0,0,0,0,564,535,534,540,384,534,540,373,326,0,0,0,0,0.0000,0,0,441,0,0,85,376
17099,15,100,856,749,797,772,0,0,0,0,973,993,962,957,897,274,272,20,0,0.0000,0,961,1037,0,100,97,971
17100,21,100,692,635,465,639,0,0,0,0,815,611,835,890,789,216,250,21,0,0.0000,0,927,820,0,67,80,777
17101,9,100,970,918,919,893,0,0,0,0,1036,1029,1002,1028,1032,420,416,86,6,0.0000,0,1057,1124,0,100,100,1010
17103,17,100,0,0,0,0,1179,1176,1228,1171,1019,1228,1171,911,900,0,0,0,0,0.0000,0,1163,1207,0,100,100,916
17105,11,100,0,0,0,0,871,958,952,997,622,952,997,602,526,0,0,0,0,0.0000,0,594,795,0,77,75,615
17108,12,100,660,683,554,658,0,0,0,0,751,662,783,843,737,237,255,14,0,0.0000,0,689,980,0,62,28,751
17115,9,100,544,767,457,578,0,0,0,0,568,478,603,803,571,218,238,22,0,0.0000,0,0,827,0,0,2,568
17120,19,100,652,625,526,626,0,0,0,0,731,611,725,754,635,265,286,44,2,0.0000,0,930,1003,0,24,60,694
17124,14,100,1184,1230,1227,1162,0,0,0,0,1269,1368,1302,1371,1026,427,419,68,4,0.0000,0,1209,1133,0,100,100,1321
17126,29,100,0,0,0,0,348,536,332,373,231,332,373,340,261,0,0,0,0,0.0000,0,0,267,0,0,25,230
17127,25,100,899,985,804,989,0,0,0,0,924,841,1028,1024,755,273,299,5,0,0.0000,0,815,830,0,100,52,985
17128,7,100,613,655,515,600,0,0,0,0,806,711,816,912,599,735,785,180,53,0.0000,0,0,936,0,0,70,793
17133,24,100,734,714,724,701,0,0,0,0,812,856,830,866,777,381,377,77,7,0.0000,0,790,726,0,100,100,838
17135,5,100,0,0,0,0,914,974,966,1008,691,966,1008,609,650,0,0,0,0,0.0000,0,738,987,0,100,100,618
17138,16,100,921,957,838,1051,0,0,0,0,957,898,1112,1017,987,362,396,58,3,0.0000,0,729,1180,0,100,100,1033
17139,7,100,0,0,0,0,768,755,748,759,805,748,759,797,687,0,0,0,0,0.0000,0,0,908,0,0,46,798
17140,20,100,443,483,461,435,0,0,0,0,507,527,497,589,380,324,317,96,7,0.0000,0,0,393,0,0,9,507
17141,26,100,0,0,0,0,822,888,878,902,606,878,902,548,538,0,0,0,0,0.0000,0,618,925,0,92,100,551
17144,13,100,0,0,0,0,838,879,829,852,520,829,852,545,416,0,0,0,0,0.0000,0,0,456,0,0,26,522
17145,22,100,0,0,0,0,758,767,740,776,472,740,776,477,338,0,0,0,0,0.0000,0,0,0,0,0,0,472
17146,24,100,571,659,598,564,0,0,0,0,617,646,610,724,464,259,255,49,2,0.0000,0,393,1031,0,6,17,617
17147,26,100,0,0,0,0,1064,994,964,1005,1117,964,1005,1083,1023,0,0,0,0,0.0000,0,1119,1353,0,100,100,1076
17149,26,100,0,0,0,0,233,292,222,244,151,222,244,187,116,0,0,0,0,0.0000,0,0,267,0,0,4,151
17150,17,100,910,822,766,936,0,0,0,0,1026,942,1129,1015,1021,503,545,99,12,0.0000,0,936,940,0,100,100,1085
17152,8,100,0,0,0,0,395,433,417,382,253,417,382,275,205,0,0,0,0,0.0000,0,0,267,0,0,8,253
17160,4,100,826,885,831,812,0,0,0,0,938,1008,986,1065,850,705,698,135,25,0.0000,0,850,771,0,100,47,992
17162,22,100,0,0,0,0,1181,1248,1216,1256,1021,1216,1256,980,931,0,0,0,0,0.0000,0,1031,1279,0,100,100,973
17163,30,100,808,727,614,738,0,0,0,0,902,740,886,894,643,331,357,46,3,0.0000,0,1011,1421,0,100,12,849
17164,13,100,0,0,0,0,861,992,966,997,637,966,997,615,582,0,0,0,0,0.0000,0,526,1134,0,100,100,610
17165,13,100,575,660,596,575,0,0,0,0,647,674,652,764,597,494,488,100,16,0.0000,0,0,494,0,0,44,657
17166,17,100,281,518,213,302,0,0,0,0,301,229,323,571,395,168,181,4,0,0.0000,0,0,393,0,0,1,301
17167,3,100,0,0,0,0,976,998,1020,1063,725,1020,1063,624,675,0,0,0,0,0.0000,0,701,1140,0,80,100,652
17168,8,100,0,0,0,0,876,934,920,951,649,920,951,574,448,0,0,0,0,0.0000,0,718,926,0,91,100,575
17169,23,100,0,0,0,0,136,286,159,103,108,159,103,190,122,0,0,0,0,0.0000,0,0,408,0,0,48,89
17171,14,100,270,388,283,265,0,0,0,0,310,325,304,501,155,162,160,2,0,0.0000,0,0,659,0,0,17,310
17173,30,100,0,0,0,0,1042,1037,1035,1063,1102,1035,1063,1136,1038,0,0,0,0,0.0000,0,976,1176,0,100,100,1152
17179,13,100,1025,1040,1023,958,0,0,0,0,1160,1247,1183,1264,1032,339,330,23,1,0.0000,0,1146,966,0,100,100,1199
17180,20,100,0,0,0,0,95,606,127,64,79,127,64,380,121,0,0,0,0,0.0000,0,0,425,0,0,25,68
17184,23,100,0,0,0,0,624,635,609,630,391,609,630,397,394,0,0,0,0,0.0000,0,0,0,0,0,0,391
17192,19,100,0,0,0,0,863,852,878,848,676,878,848,541,531,0,0,0,0,0.0000,0,806,1096,0,100,100,541
17193,23,100,400,681,423,393,0,0,0,0,420,445,414,713,363,355,343,78,9,0.0000,0,0,1057,0,0,1,420
17200,13,100,653,711,548,737,0,0,0,0,679,577,774,755,555,213,230,7,0,0.0000,0,393,626,0,34,100,729
17201,12,100,664,693,531,707,0,0,0,0,692,568,753,746,666,305,334,73,5,0.0000,0,671,686,0,80,81,701
17202,7,100,556,747,460,583,0,0,0,0,605,503,636,820,361,242,268,22,0,0.0000,0,0,791,0,0,29,599
17207,27,100,0,0,0,0,948,896,882,923,981,882,923,951,830,0,0,0,0,0.0000,0,1064,800,0,100,90,962
17208,29,100,833,721,754,723,0,0,0,0,913,889,853,864,827,673,660,167,41,0.0000,0,995,944,0,100,100,866
17209,23,100,0,0,0,0,658,799,641,662,406,641,662,491,273,0,0,0,0,0.0000,0,0,1061,0,0,6,406
17211,2,100,0,0,0,0,295,453,282,295,190,282,295,285,156,0,0,0,0,0.0000,0,0,267,0,0,8,190
17212,19,100,0,0,0,0,757,846,753,805,482,753,805,528,392,0,0,0,0,0.0000,0,0,370,0,0,48,489
17213,28,100,0,0,0,0,737,890,874,900,495,874,900,548,365,0,0,0,0,0.0000,0,370,981,0,86,1,546
17215,8,100,773,830,748,741,0,0,0,0,847,844,837,939,759,261,260,20,0,0.0000,0,968,711,0,43,71,837
17216,6,100,419,593,362,435,0,0,0,0,447,387,464,645,408,217,229,46,2,0.0000,0,0,393,0,0,19,447
17217,24,100,928,927,853,838,0,0,0,0,1099,1143,1124,1219,1072,271,268,5,0,0.0000,0,1082,1001,0,100,100,1124
17219,24,100,446,464,362,462,0,0,0,0,522,437,548,580,551,531,579,146,30,0.0000,0,0,516,0,0,73,523
17220,29,100,0,0,0,0,161,226,179,153,114,179,153,153,90,0,0,0,0,0.0000,0,0,0,0,0,0,114
17224,6,100,479,493,488,478,0,0,0,0,555,567,557,601,449,542,538,130,16,0.0000,0,0,498,0,0,32,557
17226,28,100,0,0,0,0,1093,1169,1107,1154,1174,1107,1154,1313,1150,0,0,0,0,0.0000,0,1075,917,0,100,100,1267
17227,26,100,0,0,0,0,673,679,713,665,420,713,665,424,331,0,0,0,0,0.0000,0,0,623,0,0,7,420
17229,25,100,0,0,0,0,840,996,939,967,623,939,967,623,490,0,0,0,0,0.0000,0,610,862,0,100,86,598
17230,4,100,0,0,0,0,1232,1174,1226,1199,1330,1226,1199,1329,1330,0,0,0,0,0.0000,0,1225,1416,0,100,100,1368
17232,5,100,1010,983,794,978,0,0,0,0,1049,855,1041,1047,899,384,425,62,5,0.0000,0,1139,1088,0,100,100,997
17235,19,100,0,0,0,0,746,867,869,903,529,869,903,537,418,0,0,0,0,0.0000,0,485,587,0,100,46,548
17241,14,100,722,790,575,794,0,0,0,0,745,599,826,824,667,230,263,9,0,0.0000,0,543,839,0,36,67,769
17243,16,100,439,484,457,434,0,0,0,0,482,502,477,565,443,190,187,8,0,0.0000,0,393,393,0,5,2,482
17246,20,100,950,892,908,890,0,0,0,0,1023,1031,1013,1015,1019,268,267,41,2,0.0000,0,974,1203,0,100,100,1018
17247,11,100,0,0,0,0,920,1003,991,1009,689,991,1009,635,617,0,0,0,0,0.0000,0,810,683,0,98,90,634
17249,24,100,0,0,0,0,1217,1231,1127,1172,1284,1127,1172,1390,1337,0,0,0,0,0.0000,0,1327,1123,0,100,100,1289
17252,2,100,779,726,766,748,0,0,0,0,861,889,870,863,862,362,357,30,3,0.0000,0,837,1027,0,100,16,873
17254,7,100,546,561,561,541,0,0,0,0,612,628,606,650,399,365,361,102,9,0.0000,0,393,750,0,3,3,612
17255,5,100,0,0,0,0,842,811,753,780,690,753,780,859,529,0,0,0,0,0.0000,0,881,1167,0,100,100,515
17256,2,100,905,855,880,833,0,0,0,0,957,967,918,942,748,270,265,4,0,0.0000,0,996,982,0,100,100,933
17260,10,100,849,797,834,827,0,0,0,0,908,934,926,899,647,333,332,27,3,0.0000,0,868,922,0,100,100,926
17266,28,100,598,747,513,668,0,0,0,0,631,556,722,815,607,233,262,11,0,0.0000,0,530,675,0,100,47,678
17269,18,100,0,0,0,0,765,861,840,892,561,840,892,541,435,0,0,0,0,0.0000,0,574,668,0,100,73,545
17270,17,100,0,0,0,0,741,837,891,840,547,891,840,525,461,0,0,0,0,0.0000,0,525,732,0,100,89,534
17271,2,100,0,0,0,0,740,748,736,769,466,736,769,460,430,0,0,0,0,0.0000,0,0,486,0,0,41,465
17272,21,100,233,352,236,233,0,0,0,0,255,258,255,420,248,173,173,15,0,0.0000,0,0,393,0,0,6,255
17274,9,100,562,706,467,607,0,0,0,0,618,525,679,803,653,290,319,56,5,0.0000,0,508,393,0,48,14,644
17277,11,100,0,0,0,0,836,953,917,951,569,917,951,591,496,0,0,0,0,0.0000,0,537,824,0,72,7,579
17278,21,100,1192,1056,1077,1046,0,0,0,0,1297,1254,1222,1233,1265,793,785,132,33,0.0000,0,1458,1199,0,100,100,1233
17280,28,100,477,505,412,493,0,0,0,0,562,491,583,642,602,371,392,121,11,0.0000,0,0,620,0,0,23,560
17282,20,100,0,0,0,0,662,614,639,684,408,639,684,380,313,0,0,0,0,0.0000,0,0,0,0,0,0,408
17288,29,100,1208,1195,1008,1252,0,0,0,0,1244,1069,1313,1256,1250,406,442,55,4,0.0000,0,1148,1446,0,100,100,1259
17290,9,100,0,0,0,0,1085,1131,1125,1170,828,1125,1170,710,719,0,0,0,0,0.0000,0,1055,805,0,100,100,719
17292,19,100,1086,1077,893,1070,0,0,0,0,1234,1140,1318,1324,1090,758,791,153,43,0.0000,0,1129,1324,0,100,100,1271
17293,2,100,0,0,0,0,857,1002,999,1032,626,999,1032,630,538,0,0,0,0,0.0000,0,548,812,0,100,94,641
17295,2,100,0,0,0,0,1162,1235,1285,1249,990,1285,1249,955,905,0,0,0,0,0.0000,0,970,1144,0,100,100,974
17305,30,100,1047,1107,847,987,0,0,0,0,1103,940,1080,1202,895,328,359,20,2,0.0000,0,1128,1364,0,100,100,1047
17306,14,100,566,607,484,591,0,0,0,0,632,546,664,705,618,350,379,67,7,0.0000,0,0,617,0,0,55,633
17308,12,100,0,0,0,0,878,1027,1074,1037,644,1074,1037,646,553,0,0,0,0,0.0000,0,603,686,0,100,100,658
17310,19,100,0,0,0,0,967,906,934,969,993,934,969,962,978,0,0,0,0,0.0000,0,995,770,0,100,96,1022
17311,13,100,738,766,778,722,0,0,0,0,847,900,837,901,617,253,247,1,0,0.0000,0,526,765,0,3,47,852
17312,5,100,753,749,613,756,0,0,0,0,808,688,845,849,829,272,292,33,2,0.0000,0,720,1090,0,85,85,804
