player_id,league_id,team_id,sub_league_id,award_id,year,season,position,day,month
6464,100,16,1,9,2011,2011,0,10,7
6467,100,12,0,0,2001,2001,0,13,8
6467,100,12,0,0,2003,2003,0,28,4
6467,100,12,0,9,2003,2003,0,13,7
6467,100,12,0,2,2003,2003,0,1,8
6467,100,12,0,11,2003,2003,9,4,11
6467,100,12,0,0,2004,2004,0,10,5
6467,100,12,0,0,2004,2004,0,17,5
6467,100,12,0,2,2004,2004,0,1,6
6467,100,12,0,0,2004,2004,0,5,7
6467,100,12,0,9,2004,2004,0,11,7
6467,100,12,0,0,2004,2004,0,16,8
6467,100,12,0,0,2004,2004,0,13,9
6467,100,12,0,0,2005,2005,0,9,5
6467,100,12,0,0,2005,2005,0,18,7
6530,100,8,0,9,2001,2001,0,8,7
6530,100,8,0,7,2001,2001,8,13,11
6530,100,8,0,9,2002,2002,0,8,7
6530,100,8,0,9,2003,2003,0,13,7
6530,100,8,0,9,2004,2004,0,11,7
6530,100,8,0,11,2004,2004,8,10,11
6530,100,8,0,9,2006,2006,0,9,7
6530,100,8,0,7,2006,2006,8,12,11
6530,100,8,0,9,2007,2007,0,8,7
6530,100,1,0,7,2009,2009,8,11,11
6576,100,7,0,0,2003,2003,0,7,4
6576,100,7,0,0,2003,2003,0,7,7
6576,100,11,0,0,2004,2004,0,19,4
6576,100,11,0,9,2007,2007,0,8,7
6576,100,26,1,0,2010,2010,0,10,5
6576,100,26,1,9,2010,2010,0,11,7
6576,100,26,1,14,2010,2010,0,31,10
6595,100,24,1,9,2000,2000,0,9,7
6609,100,30,1,14,2002,2002,0,31,10
6609,100,30,1,13,2002,2002,0,10,11
6609,100,30,1,9,2003,2003,0,13,7
6609,100,30,1,13,2003,2003,0,3,11
6609,100,30,1,13,2004,2004,0,9,11
6681,100,30,1,14,2000,2000,0,31,10
6719,100,23,1,7,2001,2001,7,13,11
6719,100,23,1,9,2002,2002,0,8,7
6736,100,9,0,9,2000,2000,0,9,7
6736,100,9,0,9,2001,2001,0,8,7
6736,100,9,0,0,2002,2002,0,24,6
6736,100,9,0,15,2003,2003,0,23,10
6736,100,9,0,14,2003,2003,0,24,10
6736,100,9,0,9,2004,2004,0,11,7
6736,100,9,0,9,2005,2005,0,10,7
6736,100,9,0,0,2005,2005,0,8,8
6736,100,9,0,7,2005,2005,6,8,11
6736,100,9,0,11,2005,2005,6,10,11
6736,100,9,0,9,2007,2007,0,8,7
6736,100,9,0,7,2007,2007,6,8,11
6736,100,9,0,9,2008,2008,0,13,7
6736,100,9,0,0,2008,2008,0,22,9
6736,100,9,0,11,2008,2008,6,9,11
6736,100,9,0,9,2009,2009,0,12,7
6736,100,9,0,9,2010,2010,0,11,7
6736,100,9,0,7,2010,2010,6,9,11
6736,100,9,0,11,2010,2010,6,11,11
6736,100,9,0,9,2011,2011,0,10,7
6736,100,9,0,9,2012,2012,0,8,7
6770,100,4,0,7,2000,2000,2,9,11
6798,100,6,0,1,2005,2005,0,1,5
6833,100,15,1,9,2000,2000,0,9,7
6833,100,15,1,1,2000,2000,0,1,9
6833,100,15,1,4,2000,2000,0,14,11
6833,100,15,1,5,2000,2000,0,15,11
6833,100,15,1,9,2001,2001,0,8,7
6833,100,15,1,9,2002,2002,0,8,7
6833,100,15,1,9,2004,2004,0,11,7
6833,100,15,1,4,2004,2004,0,13,11
6833,100,9,0,9,2005,2005,0,10,7
6833,100,15,1,9,2007,2007,0,8,7
6833,100,15,1,14,2008,2008,0,29,10
6833,100,29,1,14,2009,2009,0,2,11
6864,100,16,1,2,2001,2001,0,1,8
6864,100,16,1,7,2001,2001,8,13,11
6864,100,16,1,11,2001,2001,8,15,11
6864,100,16,1,9,2002,2002,0,8,7
6864,100,16,1,7,2002,2002,8,9,11
6864,100,16,1,0,2003,2003,0,30,6
6864,100,16,1,9,2003,2003,0,13,7
6864,100,16,1,15,2003,2003,2,6,10
6864,100,16,1,7,2003,2003,8,2,11
6864,100,16,1,11,2003,2003,8,4,11
6864,100,16,1,9,2004,2004,0,11,7
6864,100,16,1,0,2004,2004,0,12,7
6864,100,16,1,7,2004,2004,8,8,11
6864,100,16,1,9,2005,2005,0,10,7
6864,100,16,1,7,2005,2005,8,8,11
6864,100,16,1,0,2006,2006,0,31,7
6864,100,16,1,14,2006,2006,0,3,11
6864,100,16,1,7,2006,2006,8,12,11
6882,100,16,1,2,2000,2000,0,1,6
6882,100,16,1,9,2000,2000,0,9,7
6882,100,16,1,11,2000,2000,5,11,11
6882,100,16,1,9,2001,2001,0,8,7
6882,100,16,1,0,2001,2001,0,3,9
6882,100,16,1,11,2001,2001,5,15,11
6882,100,16,1,0,2002,2002,0,16,9
6882,100,16,1,15,2002,2002,2,7,10
6882,100,16,1,0,2004,2004,0,19,4
6882,100,16,1,0,2004,2004,0,21,6
6882,100,16,1,0,2004,2004,0,13,9
6882,100,16,1,0,2005,2005,0,29,8
6882,100,16,1,0,2006,2006,0,28,8
6882,100,16,1,15,2006,2006,1,21,10
6882,100,16,1,14,2006,2006,0,3,11
6882,100,16,1,9,2008,2008,0,13,7
6882,100,16,1,0,2011,2011,0,19,9
6909,100,8,0,0,2000,2000,0,12,6
6909,100,8,0,0,2001,2001,0,27,8
7001,100,9,0,9,2000,2000,0,9,7
7054,100,22,1,7,2000,2000,3,9,11
7055,100,9,0,14,2003,2003,0,24,10
7173,100,27,1,9,2000,2000,0,9,7
7173,100,27,1,11,2000,2000,2,11,11
7173,100,27,1,0,2001,2001,0,27,8
7173,100,27,1,9,2004,2004,0,11,7
7173,100,27,1,7,2004,2004,2,8,11
7173,100,23,1,7,2009,2009,2,11,11
7177,100,1,0,15,2004,2004,2,14,10
7177,100,1,0,14,2004,2004,0,30,10
7199,100,29,1,0,2000,2000,0,10,4
7199,100,29,1,9,2000,2000,0,9,7
7199,100,29,1,9,2001,2001,0,8,7
7199,100,29,1,0,2001,2001,0,16,7
7199,100,29,1,15,2001,2001,2,18,10
7199,100,29,1,15,2001,2001,0,3,11
7199,100,29,1,14,2001,2001,0,4,11
7199,100,29,1,11,2001,2001,4,15,11
7199,100,29,1,9,2002,2002,0,8,7
7199,100,22,1,9,2005,2005,0,10,7
7199,100,22,1,9,2006,2006,0,9,7
7243,100,30,1,1,2000,2000,0,1,7
7243,100,30,1,14,2000,2000,0,31,10
7263,100,15,1,9,2002,2002,0,8,7
7349,100,28,1,9,2000,2000,0,9,7
7349,100,28,1,0,2002,2002,0,30,9
7358,100,30,1,9,2001,2001,0,8,7
7358,100,30,1,13,2001,2001,0,14,11
7358,100,30,1,14,2002,2002,0,31,10
7448,100,4,0,0,2001,2001,0,23,4
7448,100,4,0,9,2001,2001,0,8,7
7448,100,4,0,0,2002,2002,0,12,8
7448,100,4,0,0,2003,2003,0,22,9
7448,100,4,0,15,2003,2003,2,7,10
7448,100,4,0,0,2004,2004,0,31,5
7448,100,4,0,9,2005,2005,0,10,7
7448,100,4,0,9,2006,2006,0,9,7
7448,100,4,0,0,2006,2006,0,4,9
7448,100,4,0,11,2006,2006,3,14,11
7448,100,4,0,0,2010,2010,0,3,5
7448,100,4,0,9,2012,2012,0,8,7
7473,100,8,0,9,2000,2000,0,9,7
7473,100,8,0,2,2001,2001,0,1,6
7473,100,8,0,9,2001,2001,0,8,7
7473,100,8,0,0,2001,2001,0,16,7
7473,100,8,0,7,2001,2001,5,13,11
7473,100,8,0,11,2001,2001,5,15,11
7473,100,8,0,0,2002,2002,0,10,6
7473,100,8,0,9,2002,2002,0,8,7
7473,100,8,0,9,2003,2003,0,13,7
7473,100,8,0,11,2003,2003,5,4,11
7479,100,10,0,7,2004,2004,8,8,11
7638,100,13,0,3,2000,2000,0,1,6
7638,100,13,0,3,2000,2000,0,1,7
7638,100,13,0,3,2000,2000,0,1,8
7638,100,13,0,3,2000,2000,0,1,10
7689,100,30,1,14,2000,2000,0,31,10
7773,100,5,0,9,2004,2004,0,11,7
7806,100,8,0,0,2005,2005,0,11,4
7806,100,8,0,0,2005,2005,0,30,5
7815,100,4,0,15,2000,2000,1,21,10
7815,100,4,0,11,2001,2001,7,15,11
7815,100,4,0,0,2003,2003,0,30,6
7815,100,4,0,9,2003,2003,0,13,7
7815,100,4,0,11,2003,2003,7,4,11
7815,100,4,0,9,2004,2004,0,11,7
7815,100,23,1,9,2006,2006,0,9,7
7815,100,21,1,9,2007,2007,0,8,7
7815,100,21,1,0,2010,2010,0,3,5
7815,100,21,1,0,2010,2010,0,7,6
7820,100,20,1,0,2001,2001,0,13,8
7820,100,20,1,0,2002,2002,0,13,5
7820,100,20,1,0,2002,2002,0,29,7
7820,100,20,1,7,2003,2003,3,2,11
7820,100,17,1,2,2004,2004,0,1,9
7820,100,17,1,2,2005,2005,0,1,10
7870,100,20,1,9,2005,2005,0,10,7
7975,100,17,1,0,2000,2000,0,3,4
7975,100,17,1,9,2000,2000,0,9,7
7975,100,17,0,14,2003,2003,0,24,10
7987,100,14,0,7,2005,2005,1,8,11
7987,100,14,0,9,2006,2006,0,9,7
7987,100,22,1,1,2011,2011,0,1,8
7988,100,21,1,1,2000,2000,0,1,8
8066,100,4,0,9,2003,2003,0,13,7
8066,100,4,0,4,2003,2003,0,7,11
8084,100,22,1,9,2002,2002,0,8,7
8084,100,20,1,0,2005,2005,0,4,7
8084,100,25,1,0,2006,2006,0,4,9
8148,100,16,1,9,2001,2001,0,8,7
8148,100,16,1,7,2001,2001,2,13,11
8148,100,16,1,9,2002,2002,0,8,7
8148,100,16,1,9,2003,2003,0,13,7
8148,100,16,1,11,2003,2003,2,4,11
8148,100,2,0,7,2004,2004,2,8,11
8148,100,2,0,0,2005,2005,0,22,8
8154,100,2,0,1,2005,2005,0,1,6
8159,100,28,1,9,2004,2004,0,11,7
8159,100,28,1,11,2004,2004,4,10,11
8186,100,3,0,1,2001,2001,0,1,7
8186,100,3,0,9,2001,2001,0,8,7
8186,100,22,1,0,2007,2007,0,21,5
8186,100,22,1,9,2007,2007,0,8,7
8186,100,22,1,1,2007,2007,0,1,10
8186,100,22,1,4,2007,2007,0,13,11
8186,100,22,1,0,2008,2008,0,30,6
8189,100,20,1,0,2002,2002,0,1,7
8189,100,20,1,9,2002,2002,0,8,7
8189,100,20,1,0,2002,2002,0,5,8
8189,100,20,1,0,2003,2003,0,2,6
8189,100,20,1,9,2003,2003,0,13,7
8189,100,3,0,0,2006,2006,0,22,5
8189,100,3,0,15,2008,2008,2,9,10
8355,100,16,1,9,2000,2000,0,9,7
8355,100,16,1,4,2000,2000,0,14,11
8355,100,16,1,9,2001,2001,0,8,7
8355,100,16,1,7,2002,2002,1,9,11
8530,100,30,1,1,2005,2005,0,1,6
8537,100,30,1,14,2000,2000,0,31,10
8537,100,30,1,14,2002,2002,0,31,10
8559,100,4,0,9,2002,2002,0,8,7
8559,100,27,1,9,2008,2008,0,13,7
8576,100,11,0,9,2000,2000,0,9,7
8576,100,11,0,0,2000,2000,0,10,7
8576,100,11,0,15,2000,2000,2,9,10
8576,100,11,0,11,2000,2000,10,11,11
8576,100,11,0,0,2001,2001,0,9,4
8603,100,3,0,1,2000,2000,0,1,5
8603,100,3,0,1,2000,2000,0,1,6
8603,100,3,0,9,2000,2000,0,9,7
8603,100,3,0,1,2000,2000,0,1,9
8603,100,3,0,4,2000,2000,0,14,11
8603,100,3,0,5,2000,2000,0,15,11
8603,100,3,0,9,2001,2001,0,8,7
8603,100,3,0,1,2002,2002,0,1,6
8603,100,3,0,9,2002,2002,0,8,7
8603,100,3,0,1,2002,2002,0,1,8
8603,100,3,0,4,2002,2002,0,14,11
8603,100,3,0,5,2002,2002,0,15,11
8603,100,3,0,9,2003,2003,0,13,7
8603,100,3,0,1,2003,2003,0,1,8
8603,100,3,0,1,2003,2003,0,1,10
8603,100,3,0,4,2003,2003,0,7,11
8603,100,3,0,5,2003,2003,0,8,11
8603,100,3,0,9,2004,2004,0,11,7
8603,100,25,1,1,2005,2005,0,1,7
8603,100,25,1,9,2005,2005,0,10,7
8603,100,25,1,1,2005,2005,0,1,8
8608,100,29,1,14,2001,2001,0,4,11
8617,100,30,1,14,2002,2002,0,31,10
8617,100,9,0,0,2005,2005,0,25,4
8659,100,30,1,14,2000,2000,0,31,10
8659,100,30,1,14,2002,2002,0,31,10
8659,100,30,1,9,2004,2004,0,11,7
8677,100,13,0,9,2006,2006,0,9,7
8679,100,30,1,14,2000,2000,0,31,10
8893,100,30,1,14,2000,2000,0,31,10
8974,100,12,0,9,2000,2000,0,9,7
8974,100,17,1,0,2002,2002,0,23,9
8987,100,30,1,14,2000,2000,0,31,10
9145,100,11,0,9,2000,2000,0,9,7
9145,100,7,0,1,2008,2008,0,1,8
9293,100,8,0,0,2002,2002,0,20,5
9315,100,3,0,0,2004,2004,0,19,7
9389,100,17,1,9,2006,2006,0,9,7
9410,100,26,1,1,2003,2003,0,1,10
9418,100,8,0,1,2001,2001,0,1,6
9433,100,29,1,14,2001,2001,0,4,11
9493,100,1,0,9,2002,2002,0,8,7
9493,100,1,0,14,2004,2004,0,30,10
9493,100,14,0,9,2006,2006,0,9,7
9493,100,29,1,0,2007,2007,0,2,7
9493,100,29,1,9,2007,2007,0,8,7
9493,100,29,1,9,2008,2008,0,13,7
9493,100,29,1,14,2009,2009,0,2,11
9495,100,30,1,14,2002,2002,0,31,10
9497,100,1,0,14,2004,2004,0,30,10
9601,100,2,0,0,2004,2004,0,5,4
9601,100,2,0,2,2004,2004,0,1,5
9601,100,2,0,0,2004,2004,0,3,5
9601,100,2,0,9,2004,2004,0,11,7
9601,100,2,0,0,2005,2005,0,5,9
9601,100,2,0,0,2006,2006,0,28,8
9601,100,2,0,0,2007,2007,0,18,6
9684,100,30,1,14,2000,2000,0,31,10
9684,100,30,1,9,2001,2001,0,8,7
9684,100,30,1,1,2001,2001,0,1,9
9684,100,30,1,4,2001,2001,0,18,11
9684,100,30,1,14,2002,2002,0,31,10
9684,100,29,1,7,2006,2006,1,12,11
9691,100,27,1,0,2000,2000,0,15,5
9747,100,17,1,0,2002,2002,0,19,8
9760,100,10,0,3,2000,2000,0,1,5
9760,100,10,0,6,2000,2000,0,12,11
9760,100,10,0,4,2000,2000,0,14,11
9760,100,10,0,9,2001,2001,0,8,7
9760,100,10,0,1,2003,2003,0,1,6
9760,100,10,0,9,2003,2003,0,13,7
9858,100,29,1,14,2001,2001,0,4,11
9888,100,2,0,9,2000,2000,0,9,7
9888,100,9,0,9,2001,2001,0,8,7
9888,100,9,0,1,2001,2001,0,1,8
9888,100,9,0,14,2003,2003,0,24,10
9915,100,28,1,15,2005,2005,2,13,10
9946,100,29,1,14,2001,2001,0,4,11
9946,100,29,1,9,2003,2003,0,13,7
9946,100,8,0,13,2007,2007,0,9,11
9946,100,8,0,9,2008,2008,0,13,7
9946,100,8,0,13,2008,2008,0,8,11
9946,100,8,0,9,2009,2009,0,12,7
9946,100,13,0,9,2012,2012,0,8,7
9988,100,9,0,14,2003,2003,0,24,10
10002,100,29,1,13,2000,2000,0,10,11
10002,100,29,1,9,2001,2001,0,8,7
10002,100,29,1,14,2001,2001,0,4,11
10002,100,29,1,13,2001,2001,0,14,11
10002,100,29,1,9,2002,2002,0,8,7
10015,100,28,1,9,2001,2001,0,8,7
10015,100,28,1,9,2002,2002,0,8,7
10015,100,28,1,0,2002,2002,0,26,8
10115,100,22,1,1,2002,2002,0,1,5
10115,100,22,1,9,2002,2002,0,8,7
10115,100,22,1,4,2002,2002,0,14,11
10256,100,15,1,14,2008,2008,0,29,10
10268,100,11,0,0,2001,2001,0,1,10
10268,100,11,0,7,2002,2002,3,9,11
10320,100,9,0,0,2000,2000,0,24,4
10320,100,9,0,15,2001,2001,2,16,10
10335,100,4,0,9,2000,2000,0,9,7
10335,100,4,0,0,2000,2000,0,31,7
10335,100,4,0,11,2000,2000,9,11,11
10335,100,4,0,11,2001,2001,9,15,11
10335,100,4,0,9,2002,2002,0,8,7
10335,100,4,0,11,2002,2002,9,11,11
10335,100,6,0,0,2006,2006,0,19,6
10335,100,6,0,9,2006,2006,0,9,7
10335,100,6,0,11,2006,2006,9,14,11
10335,100,6,0,0,2007,2007,0,6,8
10335,100,6,0,0,2007,2007,0,3,9
10365,100,3,0,0,2004,2004,0,26,4
10365,100,3,0,15,2004,2004,2,12,10
10365,100,3,0,0,2006,2006,0,29,5
10365,100,3,0,2,2006,2006,0,1,6
10365,100,3,0,0,2006,2006,0,26,6
10365,100,3,0,2,2006,2006,0,1,7
10365,100,3,0,9,2006,2006,0,9,7
10365,100,3,0,11,2006,2006,10,14,11
10365,100,3,0,5,2006,2006,0,18,11
10365,100,3,0,9,2007,2007,0,8,7
10365,100,3,0,11,2007,2007,10,10,11
10365,100,3,0,11,2010,2010,10,11,11
10365,100,3,0,9,2011,2011,0,10,7
10365,100,3,0,11,2011,2011,10,12,11
10365,100,3,0,9,2012,2012,0,8,7
10365,100,3,0,9,2014,2014,0,13,7
10365,100,3,0,0,2015,2015,0,4,5
10365,100,3,0,0,2015,2015,0,11,5
10365,100,3,0,14,2017,2017,0,3,11
10372,100,1,0,14,2004,2004,0,30,10
10372,100,29,1,14,2009,2009,0,2,11
10374,100,29,1,1,2000,2000,0,1,5
10374,100,29,1,14,2001,2001,0,4,11
10374,100,16,1,7,2003,2003,1,2,11
10401,100,9,0,14,2003,2003,0,24,10
10462,100,26,1,7,2005,2005,1,8,11
10480,100,14,0,9,2000,2000,0,9,7
10488,100,6,0,9,2000,2000,0,9,7
10488,100,6,0,11,2000,2000,5,11,11
10494,100,13,0,2,2000,2000,0,1,5
10511,100,30,1,14,2000,2000,0,31,10
10518,100,13,0,1,2002,2002,0,1,10
10608,100,1,0,14,2004,2004,0,30,10
10613,100,9,0,1,2005,2005,0,1,7
10626,100,19,1,7,2003,2003,7,2,11
10626,100,2,0,7,2007,2007,7,8,11
10671,100,19,1,9,2006,2006,0,9,7
10692,100,20,1,3,2000,2000,0,1,6
10692,100,20,1,9,2000,2000,0,9,7
10692,100,20,1,6,2000,2000,0,12,11
10692,100,20,1,1,2001,2001,0,1,6
10692,100,20,1,9,2001,2001,0,8,7
10692,100,20,1,4,2001,2001,0,18,11
10692,100,20,1,9,2003,2003,0,13,7
10692,100,20,1,4,2003,2003,0,7,11
10692,100,29,1,14,2009,2009,0,2,11
10712,100,30,1,14,2000,2000,0,31,10
10712,100,30,1,14,2002,2002,0,31,10
10753,100,13,0,0,2002,2002,0,17,6
10792,100,9,0,9,2001,2001,0,8,7
10792,100,9,0,4,2001,2001,0,18,11
10792,100,9,0,9,2002,2002,0,8,7
10792,100,9,0,1,2003,2003,0,1,7
10792,100,9,0,9,2003,2003,0,13,7
10792,100,9,0,14,2003,2003,0,24,10
10792,100,9,0,4,2003,2003,0,7,11
10792,100,9,0,5,2003,2003,0,8,11
10792,100,21,1,9,2004,2004,0,11,7
10792,100,21,1,9,2005,2005,0,10,7
10792,100,21,1,9,2006,2006,0,9,7
10792,100,21,1,4,2006,2006,0,17,11
10792,100,9,0,1,2008,2008,0,1,7
10792,100,9,0,9,2008,2008,0,13,7
10819,100,29,1,14,2009,2009,0,2,11
10850,100,25,1,0,2000,2000,0,1,5
10850,100,25,1,9,2000,2000,0,9,7
10850,100,25,1,9,2001,2001,0,8,7
10850,100,25,1,11,2001,2001,2,15,11
10850,100,25,1,9,2002,2002,0,8,7
10850,100,25,1,7,2002,2002,2,9,11
10850,100,25,1,11,2002,2002,2,11,11
10850,100,25,1,9,2003,2003,0,13,7
10850,100,25,1,9,2004,2004,0,11,7
10850,100,25,1,9,2005,2005,0,10,7
10850,100,28,1,9,2006,2006,0,9,7
10850,100,28,1,0,2006,2006,0,24,7
10850,100,28,1,15,2006,2006,2,12,10
10884,100,19,1,0,2000,2000,0,21,8
10884,100,19,1,3,2000,2000,0,1,9
10884,100,19,1,3,2000,2000,0,1,10
10884,100,19,1,6,2000,2000,0,12,11
10889,100,8,0,7,2003,2003,2,2,11
10889,100,4,0,7,2008,2008,2,7,11
10889,100,4,0,0,2010,2010,0,20,9
10889,100,4,0,9,2011,2011,0,10,7
10903,100,11,0,1,2002,2002,0,1,9
10966,100,30,1,14,2000,2000,0,31,10
10966,100,26,1,0,2003,2003,0,23,6
10966,100,6,0,0,2006,2006,0,24,4
10966,100,6,0,9,2006,2006,0,9,7
10966,100,6,0,0,2008,2008,0,21,7
10966,100,26,1,14,2010,2010,0,31,10
10966,100,26,1,7,2011,2011,5,10,11
10985,100,2,0,1,2002,2002,0,1,5
10985,100,2,0,9,2002,2002,0,8,7
11014,100,9,0,9,2000,2000,0,9,7
11014,100,9,0,11,2000,2000,2,11,11
11014,100,9,0,9,2001,2001,0,8,7
11014,100,9,0,9,2002,2002,0,8,7
11014,100,9,0,11,2002,2002,2,11,11
11014,100,9,0,9,2003,2003,0,13,7
11014,100,9,0,14,2003,2003,0,24,10
11014,100,9,0,11,2003,2003,2,4,11
11014,100,9,0,9,2004,2004,0,11,7
11014,100,9,0,9,2005,2005,0,10,7
11038,100,29,1,14,2001,2001,0,4,11
11205,100,8,0,9,2003,2003,0,13,7
11205,100,8,0,1,2004,2004,0,1,8
11235,100,27,1,0,2001,2001,0,7,5
11235,100,27,1,9,2003,2003,0,13,7
11235,100,27,1,0,2003,2003,0,14,7
11235,100,17,1,11,2003,2003,5,4,11
11235,100,17,1,9,2004,2004,0,11,7
11235,100,17,1,0,2005,2005,0,18,4
11235,100,17,1,2,2005,2005,0,1,5
11235,100,17,1,9,2005,2005,0,10,7
11235,100,17,1,0,2005,2005,0,18,7
11235,100,17,1,0,2005,2005,0,22,8
11235,100,17,1,11,2005,2005,5,10,11
11235,100,17,1,0,2006,2006,0,17,4
11235,100,17,1,9,2006,2006,0,9,7
11235,100,17,1,9,2008,2008,0,13,7
11235,100,17,1,11,2008,2008,5,9,11
11235,100,17,1,9,2009,2009,0,12,7
11235,100,17,1,0,2011,2011,0,11,4
11235,100,17,1,9,2011,2011,0,10,7
11235,100,17,1,11,2011,2011,5,12,11
11235,100,23,1,0,2012,2012,0,30,4
11235,100,23,1,0,2012,2012,0,18,6
11235,100,23,1,9,2012,2012,0,8,7
11235,100,23,1,0,2014,2014,0,30,6
11235,100,23,1,9,2015,2015,0,12,7
11239,100,5,0,2,2000,2000,0,1,10
11239,100,3,0,9,2001,2001,0,8,7
11239,100,3,0,11,2001,2001,10,15,11
11239,100,3,0,0,2002,2002,0,29,4
11239,100,3,0,0,2002,2002,0,8,7
11239,100,3,0,9,2002,2002,0,8,7
11239,100,3,0,0,2002,2002,0,15,7
11239,100,3,0,2,2002,2002,0,1,8
11239,100,3,0,0,2002,2002,0,16,9
11239,100,3,0,15,2002,2002,1,18,10
11239,100,3,0,0,2003,2003,0,23,6
11239,100,3,0,9,2003,2003,0,13,7
11239,100,3,0,0,2004,2004,0,28,6
11239,100,3,0,2,2004,2004,0,1,7
11239,100,3,0,9,2004,2004,0,11,7
11239,100,3,0,11,2004,2004,7,10,11
11239,100,3,0,0,2005,2005,0,13,6
11239,100,3,0,9,2005,2005,0,10,7
11239,100,3,0,2,2005,2005,0,1,8
11239,100,3,0,11,2005,2005,7,10,11
11239,100,3,0,11,2006,2006,7,14,11
11239,100,3,0,9,2007,2007,0,8,7
11239,100,3,0,0,2008,2008,0,26,5
11239,100,3,0,0,2008,2008,0,9,6
11239,100,3,0,2,2008,2008,0,1,7
11239,100,3,0,9,2008,2008,0,13,7
11259,100,7,0,0,2002,2002,0,8,4
11309,100,30,1,14,2000,2000,0,31,10
11325,100,6,0,9,2002,2002,0,8,7
11352,100,27,1,7,2002,2002,4,9,11
11416,100,30,1,9,2000,2000,0,9,7
11416,100,30,1,15,2000,2000,1,19,10
11416,100,30,1,14,2000,2000,0,31,10
11416,100,30,1,11,2000,2000,6,11,11
11416,100,30,1,9,2002,2002,0,8,7
11416,100,30,1,14,2002,2002,0,31,10
11416,100,30,1,9,2003,2003,0,13,7
11416,100,30,1,15,2003,2003,2,5,10
11416,100,30,1,7,2003,2003,6,2,11
11416,100,30,1,11,2003,2003,6,4,11
11416,100,30,1,9,2004,2004,0,11,7
11416,100,30,1,7,2004,2004,6,8,11
11416,100,30,1,11,2004,2004,6,10,11
11416,100,16,1,14,2006,2006,0,3,11
11416,100,29,1,14,2009,2009,0,2,11
11465,100,11,0,13,2000,2000,0,10,11
11465,100,11,0,9,2002,2002,0,8,7
11465,100,5,0,14,2005,2005,0,30,10
11488,100,2,0,3,2000,2000,0,1,9
11488,100,2,0,0,2000,2000,0,4,9
11592,100,8,0,7,2004,2004,4,8,11
11599,100,9,0,9,2000,2000,0,9,7
11599,100,9,0,13,2000,2000,0,10,11
11599,100,9,0,13,2001,2001,0,14,11
11599,100,9,0,9,2002,2002,0,8,7
11599,100,9,0,13,2002,2002,0,10,11
11599,100,9,0,9,2003,2003,0,13,7
11599,100,9,0,14,2003,2003,0,24,10
11599,100,9,0,13,2003,2003,0,3,11
11599,100,9,0,9,2004,2004,0,11,7
11599,100,9,0,13,2004,2004,0,9,11
11599,100,9,0,9,2005,2005,0,10,7
11599,100,9,0,9,2006,2006,0,9,7
11599,100,9,0,9,2007,2007,0,8,7
11634,100,25,1,9,2002,2002,0,8,7
11634,100,25,1,13,2002,2002,0,10,11
11675,100,30,1,14,2002,2002,0,31,10
11702,100,11,0,0,2000,2000,0,29,5
11702,100,11,0,2,2000,2000,0,1,6
11702,100,11,0,0,2000,2000,0,19,6
11702,100,11,0,9,2000,2000,0,9,7
11702,100,11,0,11,2000,2000,6,11,11
11702,100,11,0,5,2000,2000,0,15,11
11702,100,13,0,0,2001,2001,0,14,5
11702,100,13,0,2,2001,2001,0,1,9
11702,100,13,0,0,2001,2001,0,3,9
11702,100,13,0,0,2001,2001,0,10,9
11702,100,13,0,2,2001,2001,0,1,10
11702,100,13,0,11,2001,2001,6,15,11
11702,100,13,0,5,2001,2001,0,19,11
11702,100,13,0,0,2002,2002,0,3,6
11702,100,13,0,9,2002,2002,0,8,7
11702,100,13,0,0,2002,2002,0,2,9
11702,100,13,0,0,2002,2002,0,30,9
11702,100,13,0,2,2002,2002,0,1,10
11702,100,13,0,11,2002,2002,6,11,11
11702,100,13,0,5,2002,2002,0,15,11
11702,100,13,0,9,2003,2003,0,13,7
11702,100,13,0,7,2003,2003,6,2,11
11702,100,13,0,11,2003,2003,6,4,11
11702,100,9,0,0,2004,2004,0,24,5
11702,100,9,0,9,2004,2004,0,11,7
11702,100,9,0,0,2004,2004,0,30,8
11702,100,9,0,11,2004,2004,5,10,11
11702,100,9,0,5,2004,2004,0,14,11
11702,100,9,0,2,2005,2005,0,1,5
11702,100,9,0,9,2005,2005,0,10,7
11702,100,9,0,0,2005,2005,0,19,9
11702,100,9,0,11,2005,2005,5,10,11
11702,100,9,0,5,2005,2005,0,14,11
11702,100,9,0,9,2006,2006,0,9,7
11702,100,9,0,0,2006,2006,0,7,8
11702,100,9,0,11,2006,2006,5,14,11
11702,100,9,0,0,2007,2007,0,14,5
11702,100,9,0,2,2007,2007,0,1,6
11702,100,9,0,0,2007,2007,0,11,6
11702,100,9,0,0,2007,2007,0,25,6
11702,100,9,0,2,2007,2007,0,1,7
11702,100,9,0,9,2007,2007,0,8,7
11702,100,9,0,0,2007,2007,0,30,7
11702,100,9,0,11,2007,2007,5,10,11
11702,100,9,0,5,2007,2007,0,14,11
11702,100,9,0,0,2008,2008,0,21,4
11702,100,9,0,9,2008,2008,0,13,7
11702,100,9,0,11,2008,2008,5,9,11
11702,100,9,0,5,2008,2008,0,13,11
11702,100,9,0,0,2009,2009,0,6,7
11702,100,9,0,9,2009,2009,0,12,7
11702,100,9,0,2,2009,2009,0,1,8
11702,100,9,0,2,2009,2009,0,1,10
11702,100,9,0,9,2010,2010,0,11,7
11702,100,9,0,11,2010,2010,5,11,11
